state_id,sample_count,sum_value,outgoing_edge_count,current_average_num,current_average_den,expected_next_average_num_digits,expected_next_average_den_digits,expected_next_average_num_mod_1000000007,expected_next_average_den_mod_1000000007,expected_next_average_num_mod_1000000009,expected_next_average_den_mod_1000000009,drift_num_digits,drift_den_digits,drift_num_mod_1000000007,drift_den_mod_1000000007,drift_num_mod_1000000009,drift_den_mod_1000000009,abs_drift_num_digits,abs_drift_den_digits,abs_drift_num_mod_1000000007,abs_drift_den_mod_1000000007,abs_drift_num_mod_1000000009,abs_drift_den_mod_1000000009,source_probability_num_digits,source_probability_den_digits,source_probability_num_mod_1000000007,source_probability_den_mod_1000000007,source_probability_num_mod_1000000009,source_probability_den_mod_1000000009,drift_sign,base_level_flag,lift_extension_flag,eventual_cone_flag,boundary_defect_flag
7110,84,55,2,55,84,105,105,700269796,789110812,859987944,645539594,104,106,475898674,761887828,113929555,259388561,104,106,475898674,761887828,113929555,259388561,35,77,482736498,7530562,8860039,888918433,1,0,1,1,0
7111,84,56,2,2,3,104,104,160114856,67189730,29660791,291332599,102,104,781988374,67189730,502105731,291332599,102,104,781988374,67189730,502105731,291332599,36,77,724104747,7530562,513290063,888918433,1,0,1,1,0
7112,84,57,2,19,28,106,106,475324768,101997259,879083717,809856301,105,106,148196595,428495205,764192149,667248520,105,106,148196595,428495205,764192149,667248520,36,77,586157117,7530562,269935090,888918433,1,0,1,1,0
7113,84,58,2,29,42,106,106,850677453,305991777,25473175,429568885,106,107,975781891,141942425,935395973,6982168,106,107,975781891,141942425,935395973,6982168,36,77,379235672,7530562,404902635,888918433,1,0,1,1,0
7114,84,59,2,59,84,107,107,157979728,917975331,446152669,288706646,106,108,921239711,712913641,768463836,10473252,106,108,921239711,712913641,768463836,10473252,36,77,568853508,7530562,107353948,888918433,1,0,1,1,0
7115,84,60,2,5,7,106,106,150419785,211840461,758291654,989701542,106,107,993736197,482883220,359533868,927910740,106,107,993736197,482883220,359533868,927910740,36,77,853280262,7530562,161030922,888918433,1,0,1,1,0
7116,84,61,2,61,84,108,108,638277317,261777923,951642496,598359796,107,108,555142526,708111367,988292128,47129634,107,108,555142526,708111367,988292128,47129634,37,77,279920386,7530562,241546383,888918433,1,0,1,1,0
7117,84,62,2,31,42,108,108,885252573,785333769,630268196,795079379,108,109,639210194,497336348,137300579,565555608,108,109,639210194,497336348,137300579,565555608,37,77,419880579,7530562,862319579,888918433,1,0,1,1,0
7118,84,63,2,3,4,108,108,575285287,271200260,99579746,877047631,106,108,185942546,135600130,345897017,938523820,106,108,185942546,135600130,345897017,938523820,37,77,129820865,7530562,793479364,888918433,1,0,1,1,0
7119,84,64,2,16,21,108,108,223853774,159077222,144394046,165824182,108,109,51897896,113540547,459696021,160769265,108,109,51897896,113540547,459696021,160769265,37,77,694731301,7530562,190219037,888918433,1,0,1,1,0
7120,84,65,2,65,84,110,110,810383829,204011616,905934847,467143044,109,110,891905969,357020328,452796439,817500327,109,110,891905969,357020328,452796439,817500327,37,77,542096948,7530562,785328560,888918433,1,0,1,1,0
7121,84,66,2,11,14,110,110,429333239,322406971,958016322,680285830,109,110,732094329,256848783,964542171,762000774,109,110,732094329,256848783,964542171,762000774,37,77,813145422,7530562,177992831,888918433,1,0,1,1,0
7122,84,67,2,67,84,111,111,537051903,836104537,84227380,204287360,110,111,253889833,426365862,57826953,715005760,110,111,253889833,426365862,57826953,715005760,38,77,219718126,7530562,766989251,888918433,1,0,1,1,0
7123,84,68,2,17,21,110,110,138718019,885254898,414533329,431758625,109,111,954581746,196784244,788434431,22310348,109,111,954581746,196784244,788434431,22310348,38,77,329577189,7530562,650483872,888918433,1,0,1,1,0
7124,84,69,2,23,28,112,112,788575236,524940784,564159073,838586231,110,112,625404286,918646372,594310678,217525893,110,112,625404286,918646372,594310678,217525893,38,77,994365787,7530562,975725808,888918433,1,0,1,1,0
7125,84,70,2,5,6,112,112,105517109,574822345,861767579,515758675,111,112,793165163,574822345,265302015,515758675,111,112,793165163,574822345,265302015,515758675,38,77,991548677,7530562,463588703,888918433,1,0,1,1,0
7126,84,71,2,71,84,113,113,744073250,724467028,47598257,547276016,112,113,627708085,535634584,714235705,915466047,112,113,627708085,535634584,714235705,915466047,38,77,987323012,7530562,195383050,888918433,1,0,1,1,0
7127,84,72,2,6,7,112,112,225467758,705646241,572194642,972448319,111,113,344396881,939523659,170672598,807138179,111,113,344396881,939523659,170672598,807138179,38,77,480984511,7530562,293074575,888918433,1,0,1,1,0
7128,84,73,2,73,84,113,113,544483299,104040642,404099029,785096827,112,113,669617296,682071127,659005220,123919436,112,113,669617296,682071127,659005220,123919436,39,77,221476763,7530562,939611867,888918433,1,0,1,1,0
7129,84,74,2,37,42,114,114,619952715,560609623,811593780,776452306,113,115,715909662,924267340,559700570,435166097,113,115,715909662,924267340,559700570,435166097,39,77,832215148,7530562,909417796,888918433,1,0,1,1,0
7130,84,75,2,25,28,115,115,548330697,681828862,955897550,329356900,114,115,538442251,386401003,816401099,152749141,114,115,538442251,386401003,816401099,152749141,39,77,248322715,7530562,364126685,888918433,1,0,1,1,0
7131,84,76,2,19,21,113,113,344171313,831469030,107271130,553662631,113,114,809895360,820283175,577701277,875638390,113,114,809895360,820283175,577701277,875638390,39,77,872484076,7530562,46190023,888918433,1,0,1,1,0
7132,84,77,2,11,12,116,116,613285747,136459716,315826640,964212082,113,115,622049422,34114929,649658065,741053025,113,115,622049422,34114929,649658065,741053025,39,77,308726107,7530562,569285039,888918433,1,0,1,1,0
7133,84,78,2,13,14,116,116,982399469,409379148,307677713,892636228,115,117,215831793,865654022,351608545,248453542,115,117,215831793,865654022,351608545,248453542,40,77,963089164,7530562,353927554,888918433,1,0,1,1,0
7134,84,79,2,79,84,117,117,660628496,228137437,336283275,677908666,116,117,769580667,298481026,362208783,372680313,116,117,769580667,298481026,362208783,372680313,40,77,444633739,7530562,530891331,888918433,1,0,1,1,0
7135,84,80,2,20,21,116,116,668752512,744954798,224147212,233363539,115,117,714902271,214683551,679940230,633544764,115,117,714902271,214683551,679940230,633544764,40,77,166950605,7530562,296336992,888918433,1,0,1,1,0
7136,84,81,2,27,28,117,117,360252763,53236919,787559918,101177940,116,118,478105034,343164610,457492076,177061395,116,118,478105034,343164610,457492076,177061395,40,77,750425911,7530562,444505488,888918433,1,0,1,1,0
7137,84,82,2,41,42,118,118,203900432,159710757,161389859,303533820,117,119,835946188,117975292,55581252,124736722,117,119,835946188,117975292,55581252,124736722,40,77,625638863,7530562,666758232,888918433,1,0,1,1,0
7138,84,83,1,83,84,2,2,86,85,86,85,3,4,169,7140,169,7140,3,4,169,7140,169,7140,40,77,438458291,7530562,137339,888918433,1,0,1,1,0
7139,84,84,2,1,1,117,117,905552092,585334558,933389129,975611631,116,117,320217534,585334558,957777507,975611631,116,117,320217534,585334558,957777507,975611631,41,77,157687433,7530562,500206013,888918433,1,0,1,1,0
7140,84,85,2,85,84,118,118,512099412,869783073,207167882,227650365,117,119,694929878,353925876,350607030,374210166,117,119,694929878,353925876,350607030,374210166,41,77,753833157,7530562,549356,888918433,1,0,1,1,0
7141,84,86,2,43,42,117,117,748787656,289927691,712473164,75883455,117,118,660730240,58987646,886961369,62368361,117,118,660730240,58987646,886961369,62368361,41,77,10221738,7530562,668131622,888918433,1,0,1,1,0
7142,84,87,2,29,28,116,116,336016082,456665252,932062654,883840860,115,117,165158016,786626972,466369372,747543864,115,117,165158016,786626972,466369372,747543864,42,77,27257968,7530562,448350980,888918433,1,0,1,1,0
7143,84,88,2,22,21,116,116,271190706,384220618,237225689,1686299,115,117,747383755,689544312,314880285,11804093,115,117,747383755,689544312,314880285,11804093,42,77,739354586,7530562,862269277,888918433,1,0,1,1,0
7144,84,89,2,89,84,116,116,167587659,307034361,20706726,669477171,115,117,583768444,596962052,718632435,745360626,115,117,583768444,596962052,718632435,745360626,43,77,304945551,7530562,632718057,888918433,1,0,1,1,0
7145,84,90,2,15,14,115,115,962241959,102344787,922493762,223159057,115,117,936215544,432827011,567526732,124226771,115,117,936215544,432827011,567526732,124226771,43,77,813188136,7530562,687248143,888918433,1,0,1,1,0
7146,84,91,2,13,12,115,115,623021082,34114929,812199705,741053025,114,116,344252955,136459716,37569045,964212082,114,116,344252955,136459716,37569045,964212082,44,77,168501682,7530562,165995033,888918433,1,0,1,1,0
7147,84,92,2,23,21,115,114,794561141,11371643,977794133,247017675,113,115,141412020,79601501,950756720,729123716,113,115,141412020,79601501,950756720,729123716,44,77,116004483,7530562,109320085,888918433,1,0,1,1,0
7148,84,93,2,31,28,113,113,593138703,734091448,745238793,16467845,113,115,851048845,554560404,356182829,461099660,113,115,851048845,554560404,356182829,461099660,44,77,309345288,7530562,624853563,888918433,1,0,1,1,0
7149,84,94,2,47,42,114,114,521440203,890152411,659946340,694113081,113,115,687775121,462133670,364810509,717583053,113,115,687775121,462133670,364810509,717583053,45,77,824920768,7530562,666276159,888918433,1,0,1,1,0
7150,84,95,2,95,84,113,113,708290888,630050806,992055844,231371027,113,114,213869343,641422449,784147600,478388702,113,114,213869343,641422449,784147600,478388702,45,77,866455372,7530562,776736415,888918433,1,0,1,1,0
7151,84,96,2,8,7,112,111,381450976,426411562,309865524,493112082,110,112,258864343,984880920,224162030,451784547,110,112,258864343,984880920,224162030,451784547,46,77,977214316,7530562,404630425,888918433,1,0,1,1,0
7152,84,97,2,97,84,112,112,281396378,181116757,560854392,136819004,112,114,689656765,71269161,946775087,830932085,112,114,689656765,71269161,946775087,830932085,46,77,272571493,7530562,412347794,888918433,1,0,1,1,0
7153,84,98,2,7,6,111,111,170343910,278741119,990458984,275787936,109,111,356958547,557482238,337412775,551575872,109,111,356958547,557482238,337412775,551575872,47,77,393523979,7530562,766260781,888918433,1,0,1,1,0
7154,84,99,2,33,28,111,111,271768438,131235196,34126365,459646560,111,113,278754775,674585467,787201875,870103572,111,113,278754775,674585467,787201875,870103572,47,77,382730606,7530562,376695401,888918433,1,0,1,1,0
7155,84,100,2,25,21,111,111,775668389,377078401,557971240,153215520,109,112,954025372,639548793,629002662,72508631,109,112,954025372,639548793,629002662,72508631,47,77,353948278,7530562,671187733,888918433,1,0,1,1,0
7156,84,101,2,101,84,110,110,781389718,459026136,31651197,51071840,110,112,425032150,852731724,500148248,430011511,110,112,425032150,852731724,500148248,430011511,48,77,610528739,7530562,123167273,888918433,1,0,1,1,0
7157,84,102,2,17,14,110,110,554883680,153008712,778147886,350357283,109,111,167223381,142121954,937996557,905001926,109,111,167223381,142121954,937996557,905001926,48,77,961409966,7530562,995112734,888918433,1,0,1,1,0
7158,84,103,2,103,84,109,109,417957175,610200585,79081344,223357154,108,110,752580885,85616261,212348729,254000258,108,110,752580885,85616261,212348729,254000258,49,77,897093231,7530562,320300603,888918433,1,0,1,1,0
7159,84,104,2,26,21,109,109,349039062,17000968,592718946,38928587,108,110,629265033,119006776,144984835,272500109,108,110,629265033,119006776,144984835,272500109,49,77,392248602,7530562,520801605,888918433,1,0,1,1,0
7160,84,105,2,5,4,108,108,933237618,339000325,625381026,346309532,107,109,37948833,356001293,769976444,385238119,107,109,37948833,356001293,769976444,385238119,50,77,45996265,7530562,388804271,888918433,1,0,1,1,0
7161,84,106,2,53,42,108,108,269413653,446333444,302000832,448769847,107,109,553233664,248668174,299744387,282777804,107,109,553233664,248668174,299744387,282777804,50,77,789323378,7530562,703478053,888918433,1,0,1,1,0
7162,84,107,2,107,84,107,107,245004038,815444486,709047672,149589949,107,109,442593222,832445454,184626506,188518536,107,109,442593222,832445454,184626506,188518536,50,77,438195663,7530562,209274793,888918433,1,0,1,1,0
7163,84,108,2,9,7,105,105,103659547,860592029,260430149,149485078,104,106,980288624,24144161,477645341,46395537,104,106,980288624,24144161,477645341,46395537,51,77,168521761,7530562,891399451,888918433,1,0,1,1,0
7164,84,109,2,109,84,106,106,234694114,979493838,642625379,572176666,106,108,983159288,425827275,537758444,20946504,106,108,983159288,425827275,537758444,20946504,51,77,116058027,7530562,710398521,888918433,1,0,1,1,0
7165,84,110,2,55,42,105,105,814781363,195676351,630185676,991611316,104,106,486205929,739468900,976392097,882558307,104,106,486205929,739468900,976392097,882558307,52,77,309488072,7530562,894396047,888918433,1,0,1,1,0
7166,84,111,2,37,28,106,105,930212342,775499320,716404435,952464082,105,107,352470757,713980813,818153290,668994062,105,107,352470757,713980813,818153290,668994062,52,77,158634854,7530562,51722771,888918433,1,0,1,1,0
7167,84,112,2,4,3,105,105,574150479,591833109,298520673,984154700,103,105,785039674,591833109,652981088,984154700,103,105,785039674,591833109,652981088,984154700,53,77,756359613,7530562,804594062,888918433,1,0,1,1,0
7168,84,113,2,113,84,104,104,43208021,239455542,863053265,732276986,103,105,190332562,704755134,916391653,503755428,103,105,190332562,704755134,916391653,503755428,53,77,16958954,7530562,812250820,888918433,1,0,1,1,0
7169,84,114,2,19,14,104,104,808422111,399092570,895934638,887128307,103,105,735150703,587295945,687647144,419796190,103,105,735150703,587295945,687647144,419796190,53,77,378557213,7530562,499335505,888918433,1,0,1,1,0
7170,84,115,2,115,84,104,104,494856240,799697528,193792593,629042772,103,105,534236268,391530630,312886515,613197463,103,105,534236268,391530630,312886515,613197463,54,77,342819230,7530562,664894674,888918433,1,0,1,1,0
7171,84,116,2,29,21,103,103,1457446,933232514,344699436,209680924,102,104,655621221,532627556,52647117,467766459,102,104,655621221,532627556,52647117,467766459,54,77,247517942,7530562,773052455,888918433,1,0,1,1,0
7172,84,117,2,39,28,103,103,541159854,977744176,192093141,736560314,102,104,20453209,376836739,652755918,623688612,102,104,20453209,376836739,652755918,623688612,55,77,993381181,7530562,728139868,888918433,1,0,1,1,0
7173,84,118,2,59,42,102,101,248112678,531849615,200881417,315770690,100,103,13868446,445894561,935516307,420789624,100,103,13868446,445894561,935516307,420789624,55,77,315683133,7530562,275039633,888918433,1,0,1,1,0
7174,84,119,2,17,12,102,102,765796287,886416025,720924990,192951147,100,102,373494356,545664079,790310118,771804588,100,102,373494356,545664079,790310118,771804588,55,77,841821688,7530562,400105685,888918433,1,0,1,1,0
7175,84,120,2,10,7,100,100,166478271,740677339,382717010,466485931,99,101,758574556,184741338,14159778,265401490,99,101,758574556,184741338,14159778,265401490,56,77,911524492,7530562,733615157,888918433,1,0,1,1,0
7176,84,121,2,121,84,101,101,456664078,542935117,993121664,688105689,100,102,554877866,202183171,53810469,266959121,100,102,554877866,202183171,53810469,266959121,56,77,97398629,7530562,622973740,888918433,1,0,1,1,0
7177,84,122,2,61,42,100,100,993008388,514311708,467699506,229368563,99,101,444446015,200363863,550632291,211159855,99,101,444446015,200363863,550632291,211159855,57,77,593063013,7530562,994596634,888918433,1,0,1,1,0
7178,84,123,2,41,28,99,99,198256663,434287450,38140249,881957912,98,100,745401205,160048516,907652904,694821320,98,100,745401205,160048516,907652904,694821320,57,77,581501361,7530562,985591009,888918433,1,0,1,1,0
7179,84,124,2,31,21,99,99,611912439,390479081,282156940,136596508,98,100,581769905,733353553,896934667,956175556,98,100,581769905,733353553,896934667,956175556,58,77,550670289,7530562,961576009,888918433,1,0,1,1,0
7180,84,125,2,125,84,98,98,110289258,752754497,481928785,571305819,97,99,389995383,77125769,689596954,996562797,97,99,389995383,77125769,689596954,996562797,58,77,468454097,7530562,897536009,888918433,1,0,1,1,0
7181,84,126,2,3,2,98,98,198538883,598942124,17076286,237399614,96,99,600251408,197884241,321953739,474799228,96,99,600251408,197884241,321953739,474799228,58,77,582544254,7530562,60096003,888918433,1,0,1,1,0
7182,84,127,2,127,84,98,98,884441471,866314046,257728550,412466541,97,99,423733327,256793120,755315930,549063049,97,99,423733327,256793120,755315930,549063049,59,77,553451337,7530562,160256008,888918433,1,0,1,1,0
7183,84,128,2,32,21,97,97,268079270,191087604,454567361,427497773,95,97,838287121,337613221,955328636,992484393,95,97,838287121,337613221,955328636,992484393,59,77,475870225,7530562,760682691,888918433,1,0,1,1,0
7184,84,129,2,43,28,96,96,136616790,959910556,90654064,81127233,95,97,549116478,877495386,49842782,271562506,95,97,549116478,877495386,49842782,271562506,60,77,935653931,7530562,28487158,888918433,1,0,1,1,0
7185,84,130,2,65,42,97,96,48618907,106159780,115025012,459720987,95,97,713869481,486236913,649728864,436093764,95,97,713869481,486236913,649728864,436093764,60,77,828410471,7530562,409299091,888918433,1,0,1,1,0
7186,84,131,2,131,84,96,96,452734423,368719929,31299936,153240329,95,97,575793639,324157942,518237232,290729176,95,97,575793639,324157942,518237232,290729176,61,77,542427911,7530562,424797570,888918433,1,0,1,1,0
7187,84,132,2,11,7,94,94,895777445,317146667,138584259,644954886,93,95,781828764,220026655,875586130,514684166,93,95,781828764,220026655,875586130,514684166,61,77,779807758,7530562,132793511,888918433,1,0,1,1,0
7188,84,133,2,19,12,94,94,965226171,408193779,720466009,758960903,93,95,275677410,632775109,741778341,35843585,93,95,275677410,632775109,741778341,35843585,61,77,746154012,7530562,20782693,888918433,1,0,1,1,0
7189,84,134,2,67,42,95,94,229315243,680322965,460302445,931601502,93,96,349867270,524521447,638467487,42420911,93,96,349867270,524521447,638467487,42420911,62,77,989744025,7530562,388753851,888918433,1,0,1,1,0
7190,84,135,2,45,28,94,94,765975616,893440993,827864095,310533834,93,95,242472696,16347629,206172049,694947280,93,95,242472696,16347629,206172049,694947280,62,77,639317386,7530562,36676927,888918433,1,0,1,1,0
7191,84,136,2,34,21,94,93,476060104,631147000,532588183,103511278,92,94,846088094,418028972,888322782,724578946,92,94,846088094,418028972,888322782,724578946,63,77,371513020,7530562,431138475,888918433,1,0,1,1,0
7192,84,137,2,137,84,93,93,717237261,543715669,239274049,701170432,92,94,586294461,224038627,346223875,632771925,92,94,586294461,224038627,346223875,632771925,63,77,657368051,7530562,149702591,888918433,1,0,1,1,0
7193,84,138,2,23,14,92,92,177732384,902914384,647250701,180078030,91,93,721222677,640801292,919715088,521092402,91,93,721222677,640801292,919715088,521092402,64,77,86314791,7530562,65873573,888918433,1,0,1,1,0
7194,84,139,2,139,84,92,92,709562055,171523964,161794441,300130050,91,94,253793793,802670964,624218788,403641328,91,94,253793793,802670964,624218788,403641328,64,77,230172776,7530562,842329534,888918433,1,0,1,1,0
7195,84,140,2,5,3,92,92,565569550,723841326,891027903,100043350,89,92,359167347,723841326,390955650,100043350,89,92,359167347,723841326,390955650,100043350,64,77,947127405,7530562,579545409,888918433,1,0,1,1,0
7196,84,141,2,47,28,91,91,822114691,241280442,691107247,700014456,90,93,679030497,755852334,450323610,600404597,90,93,679030497,755852334,450323610,600404597,65,77,525673066,7530562,545454415,888918433,1,0,1,1,0
7197,84,142,2,71,42,91,91,189612855,80426814,403896068,233338152,89,92,751145372,125975389,132208688,266734101,89,92,751145372,125975389,132208688,266734101,65,77,68461500,7530562,787878434,888918433,1,0,1,1,0
7198,84,143,2,143,84,90,89,630177495,205361789,903437792,815555884,88,91,522724533,750130057,88094495,835564554,88,91,522724533,750130057,88094495,835564554,66,77,182564000,7530562,767675812,888918433,1,0,1,1,0
7199,84,144,2,12,7,89,89,91632607,667354080,433243947,437891783,87,89,633179345,671478532,778006260,65242454,87,89,633179345,671478532,778006260,65242454,66,77,820170669,7530562,380468817,888918433,1,0,1,1,0
7200,84,145,2,145,84,89,89,666346530,891867666,877736300,230864378,88,91,550765825,972294480,84838010,464202530,88,91,550765825,972294480,84838010,464202530,67,77,187121770,7530562,14583503,888918433,1,0,1,1,0
7201,84,146,2,73,42,89,89,936882021,297289222,856913340,410288129,87,90,548977188,162049080,679775609,744033761,87,90,548977188,162049080,679775609,744033761,67,77,165658051,7530562,705556014,888918433,1,0,1,1,0
7202,84,147,2,7,4,88,88,684231218,432429743,766498939,470096046,86,89,709916678,729718965,775323443,880384175,86,89,709916678,729718965,775323443,880384175,67,77,108421467,7530562,881482695,888918433,1,0,1,1,0
7203,84,148,2,37,21,87,87,557086608,762161988,959920533,431339740,85,88,499608446,335133881,732920265,19378153,85,88,499608446,335133881,732920265,19378153,68,77,289123912,7530562,350620502,888918433,1,0,1,1,0
7204,84,149,2,149,84,88,87,321212880,270269973,731989975,52232894,86,89,570552016,567559195,234818739,462521023,86,89,570552016,567559195,234818739,462521023,68,77,437663763,7530562,601654669,888918433,1,0,1,1,0
7205,84,150,2,25,14,87,87,83295875,90089991,267992925,350744301,85,88,913892489,261259867,983293479,910420178,85,88,913892489,261259867,983293479,910420178,69,77,167103361,7530562,937745778,888918433,1,0,1,1,0
7206,84,151,2,151,84,87,86,750504416,30029997,414268610,116914767,85,88,502613666,840839916,714811096,273613449,85,88,502613666,840839916,714811096,273613449,69,77,112275627,7530562,500655390,888918433,1,0,1,1,0
7207,84,152,2,38,21,86,86,776858645,10009999,688797223,38971589,84,87,644550495,70069993,661273734,272801123,84,87,644550495,70069993,661273734,272801123,70,77,299401672,7530562,335081031,888918433,1,0,1,1,0
7208,84,153,2,51,28,85,85,71825491,867334006,138137984,269264775,83,86,777079743,285352000,135360117,539413637,83,86,777079743,285352000,135360117,539413637,70,77,465071123,7530562,893549416,888918433,1,0,1,1,0
7209,84,154,2,11,6,85,85,157565949,112223334,418617124,448774625,82,85,903646347,224446668,525060635,897549250,82,85,903646347,224446668,525060635,897549250,70,77,573522990,7530562,716131761,888918433,1,0,1,1,0
7210,84,155,2,155,84,85,84,621254634,37407778,720559927,482924878,83,86,795727786,47417777,891225977,521896467,83,86,795727786,47417777,891225977,521896467,71,77,529394633,7530562,909684687,888918433,1,0,1,1,0
7211,84,156,2,13,7,83,83,278381111,257369432,116348255,448280129,81,84,602865175,801586017,986796162,137960876,81,84,602865175,801586017,986796162,137960876,71,77,745052350,7530562,425825814,888918433,1,0,1,1,0
7212,84,157,2,157,84,84,83,246394487,781934203,327011592,275880544,82,85,644489255,894157537,51909488,724655169,82,85,644489255,894157537,51909488,724655169,72,77,653472924,7530562,135535495,888918433,1,0,1,1,0
7213,84,158,2,79,42,83,82,30556607,118795614,136624552,951725378,81,83,299508017,663138589,517308987,324155175,81,83,299508017,663138589,517308987,324155175,72,77,742594457,7530562,694761323,888918433,1,0,1,1,0
7214,84,159,2,53,28,83,83,178862009,197992690,678782812,252875618,81,84,514523724,543795285,603510937,80517241,81,84,514523724,543795285,603510937,80517241,73,77,313585207,7530562,519363516,888918433,1,0,1,1,0
7215,84,160,2,40,21,82,82,865313429,399330899,131304348,417625209,80,83,66115345,795316279,350794361,923376445,80,83,66115345,795316279,350794361,923376445,73,77,502893883,7530562,384969367,888918433,1,0,1,1,0
7216,84,161,2,23,12,82,82,235716391,799776971,148118213,139208403,79,82,477908826,199107863,525208438,556833612,79,82,477908826,199107863,525208438,556833612,73,77,7717012,7530562,359918306,888918433,1,0,1,1,0
7217,84,162,2,27,14,81,81,159726505,933258995,87267501,46402801,79,82,38178366,65625839,968869396,649639214,79,82,38178366,65625839,968869396,649639214,74,77,687245370,7530562,626448813,888918433,1,0,1,1,0
7218,84,163,2,163,84,80,80,851860269,395550602,711199720,736426860,78,81,693838145,75416779,901066289,619951900,78,81,693838145,75416779,901066289,619951900,74,77,832654313,7530562,670530159,888918433,1,0,1,1,0
7219,84,164,2,41,21,80,80,705273898,992584339,814142946,227378091,78,81,704931385,948090331,591500027,591646628,78,81,704931385,948090331,591500027,591646628,75,77,553744823,7530562,788080415,888918433,1,0,1,1,0
7220,84,165,2,55,28,80,80,579585004,664194782,301519934,75792697,78,81,697667249,597453770,273959781,122195498,78,81,697667249,597453770,273959781,122195498,75,77,809986190,7530562,768214428,888918433,1,0,1,1,0
7221,84,166,2,83,42,79,79,394747389,888064932,435342136,691930905,77,80,956667134,432908964,951368325,687032589,77,80,956667134,432908964,951368325,687032589,76,77,493296495,7530562,48571790,888918433,1,0,1,1,0
7222,84,167,2,167,84,79,79,529051183,296021644,769546749,230643635,77,81,4684859,865817928,124439637,374065169,77,81,4684859,865817928,124439637,374065169,76,77,315457313,7530562,796191446,888918433,1,0,1,1,0
7223,84,168,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,76,77,174552830,7530562,789843844,888918433,0,0,1,1,0
7224,85,0,3,0,1,78,80,601296878,626501708,139865531,862672699,78,80,601296878,626501708,139865531,862672699,78,80,601296878,626501708,139865531,862672699,26,77,892516375,311530687,675120132,660626102,1,0,1,1,0
7225,85,1,3,1,85,79,81,808175387,253003409,61161114,725345389,81,83,441904010,505289618,473349265,654357516,81,83,441904010,505289618,473349265,654357516,26,77,838774559,311530687,12680189,660626102,1,0,1,1,0
7226,85,2,2,2,85,80,81,759222411,759010227,213848285,176036149,81,83,15884040,515868847,825031774,963072539,81,83,15884040,515868847,825031774,963072539,26,77,758161835,311530687,519020288,660626102,1,0,1,1,0
7227,85,3,3,3,85,81,82,896230985,554061334,63235866,56216885,82,84,517449205,95213061,206397910,778435189,82,84,517449205,95213061,206397910,778435189,27,77,637242749,311530687,778530432,660626102,1,0,1,1,0
7228,85,4,2,4,85,81,82,536395632,662183995,307555629,168650655,83,84,944892446,285639183,467625620,335305549,83,84,944892446,285639183,467625620,335305549,27,77,455864120,311530687,167795639,660626102,1,0,1,1,0
7229,85,5,2,1,17,82,83,727374165,986551978,328077074,505951965,83,84,378808750,771383514,71358248,601183333,83,84,378808750,771383514,71358248,601183333,27,77,683796180,311530687,751693463,660626102,1,0,1,1,0
7230,85,6,2,6,85,82,83,104387170,959655920,603260347,517855886,84,85,114973909,570752633,169993747,17749914,84,85,114973909,570752633,169993747,17749914,27,77,25694263,311530687,627540190,660626102,1,0,1,1,0
7231,85,7,2,7,85,80,81,206456261,56481981,913936616,626755332,82,83,153408199,800968357,297324379,274202743,82,83,153408199,800968357,297324379,274202743,27,77,538541398,311530687,941310285,660626102,1,0,1,1,0
7232,85,8,2,8,85,83,84,623494764,636903224,16644208,660702938,85,86,901828819,136773662,129134212,159749226,85,86,901828819,136773662,129134212,159749226,27,77,807812097,311530687,911965423,660626102,1,0,1,1,0
7233,85,9,2,9,85,84,85,344339732,910709665,70064044,982108805,85,87,72490088,410320986,116464522,479247678,85,87,72490088,410320986,116464522,479247678,28,77,711718142,311530687,867948130,660626102,1,0,1,1,0
7234,85,10,2,2,17,84,85,537831369,732128981,715363218,946326397,85,86,678875262,446192593,268521822,87548605,85,86,678875262,446192593,268521822,87548605,28,77,67577206,311530687,301922186,660626102,1,0,1,1,0
7235,85,11,2,11,85,85,86,294422276,196386929,551156528,838979173,86,88,865637087,692888853,619533644,313229066,86,88,865637087,692888853,619533644,313229066,28,77,101365809,311530687,452883279,660626102,1,0,1,1,0
7236,85,12,2,12,85,85,86,259034656,589160787,647777528,516937501,87,88,948016218,78666545,857839436,939687198,87,88,948016218,78666545,857839436,939687198,28,77,652048717,311530687,179324914,660626102,1,0,1,1,0
7237,85,13,2,13,85,84,85,13264513,250406568,499638865,315135177,86,87,872198242,284558133,372545882,786489811,86,87,872198242,284558133,372545882,786489811,28,77,478073072,311530687,268987371,660626102,1,0,1,1,0
7238,85,14,2,14,85,86,87,422865636,302447048,193257464,652437473,88,89,709320171,707998905,292759755,457184710,88,89,709320171,707998905,292759755,457184710,29,77,717109608,311530687,903481061,660626102,1,0,1,1,0
7239,85,15,2,3,17,87,88,67693685,907341144,32164063,957312410,87,89,428769227,424799343,674851868,274310826,87,89,428769227,424799343,674851868,274310826,29,77,75664405,311530687,855221587,660626102,1,0,1,1,0
7240,85,16,2,16,85,87,88,928104179,722023418,919383832,871937212,89,90,336480058,371990103,196629752,114662354,89,90,336480058,371990103,196629752,114662354,29,77,613496611,311530687,782832376,660626102,1,0,1,1,0
7241,85,17,2,1,5,88,89,614847404,166070240,158259595,615811618,88,89,908166766,830351200,175486357,79058063,88,89,908166766,830351200,175486357,79058063,29,77,420244913,311530687,174248555,660626102,1,0,1,1,0
