package,layer,invariant,value,status,source,result,artifact
imported,trace_route_hybrid,TRACE_EXTERNAL_UNION + TRACE_DPLL_EVENT_ROUTES,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_hybrid_summary.csv,,
imported,trace_route_hybrid,TRACE_TERM_REWRITE_ROUTES + TRACE_DPLL_EVENT_ROUTES,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_hybrid_summary.csv,,
imported,trace_route_hybrid,TRACE_RULE110_ROUTES + TRACE_TAG_SYSTEM_ROUTES,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_hybrid_summary.csv,,
imported,ordered_route,DPLL_wedge2_rank_F2,38,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,DPLL_wedge2_rank_F3,38,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,DPLL_wedge2_rank_F5,38,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,DPLL_cycles_extracted,6,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,DPLL_cycle_wedge2_rank_F2,0,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,RULE110_wedge2_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,RULE110_wedge2_rank_F3,19,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,RULE110_wedge2_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,RULE110_cycles_extracted,141,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,RULE110_cycle_wedge2_rank_F2,12,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TAG_SYSTEM_wedge2_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TAG_SYSTEM_wedge2_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TAG_SYSTEM_wedge2_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,TAG_SYSTEM_cycles_extracted,289,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,TAG_SYSTEM_cycle_wedge2_rank_F2,9,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TERM_REWRITE_wedge2_rank_F2,17,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TERM_REWRITE_wedge2_rank_F3,18,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,TERM_REWRITE_wedge2_rank_F5,18,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,TERM_REWRITE_cycles_extracted,91,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,TERM_REWRITE_cycle_wedge2_rank_F2,1,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,WALKSAT_wedge2_rank_F2,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,WALKSAT_wedge2_rank_F3,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,WALKSAT_wedge2_rank_F5,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,WALKSAT_cycles_extracted,42,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,WALKSAT_cycle_wedge2_rank_F2,0,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ACTUAL_TRACE_UNION_wedge2_rank_F2,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ACTUAL_TRACE_UNION_wedge2_rank_F3,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ACTUAL_TRACE_UNION_wedge2_rank_F5,50,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,ACTUAL_TRACE_UNION_cycles_extracted,48,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,ACTUAL_TRACE_UNION_cycle_wedge2_rank_F2,0,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,EXTERNAL_TRACE_UNION_wedge2_rank_F2,55,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,EXTERNAL_TRACE_UNION_wedge2_rank_F3,56,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,EXTERNAL_TRACE_UNION_wedge2_rank_F5,58,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,EXTERNAL_TRACE_UNION_cycles_extracted,521,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,EXTERNAL_TRACE_UNION_cycle_wedge2_rank_F2,18,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ALL_TRACE_UNION_wedge2_rank_F2,101,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ALL_TRACE_UNION_wedge2_rank_F3,100,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,ordered_route,ALL_TRACE_UNION_wedge2_rank_F5,106,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,anchored_cycle,ALL_TRACE_UNION_cycles_extracted,569,CERTIFIED_BY_RECOMPUTATION,anchored_cycle_histories.csv,,
imported,anchored_cycle,ALL_TRACE_UNION_cycle_wedge2_rank_F2,18,CERTIFIED_BY_RECOMPUTATION,ordered_word_family_summary.csv,,
imported,class3_ordered_route,DPLL_combined_deg3_rank_F2,56,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,DPLL_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,DPLL_combined_deg3_rank_F3,57,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,DPLL_degree3_increment_F3,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,DPLL_combined_deg3_rank_F5,57,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,DPLL_degree3_increment_F5,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,RULE110_combined_deg3_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,RULE110_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,RULE110_combined_deg3_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,RULE110_degree3_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,RULE110_combined_deg3_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,RULE110_degree3_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TAG_SYSTEM_combined_deg3_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TAG_SYSTEM_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TAG_SYSTEM_combined_deg3_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TAG_SYSTEM_degree3_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TAG_SYSTEM_combined_deg3_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TAG_SYSTEM_degree3_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TERM_REWRITE_combined_deg3_rank_F2,19,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TERM_REWRITE_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TERM_REWRITE_combined_deg3_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TERM_REWRITE_degree3_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,TERM_REWRITE_combined_deg3_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,TERM_REWRITE_degree3_increment_F5,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,WALKSAT_combined_deg3_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,WALKSAT_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,WALKSAT_combined_deg3_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,WALKSAT_degree3_increment_F3,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,WALKSAT_combined_deg3_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,WALKSAT_degree3_increment_F5,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_combined_deg3_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_combined_deg3_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_degree3_increment_F3,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_combined_deg3_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ACTUAL_TRACE_UNION_degree3_increment_F5,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_combined_deg3_rank_F2,57,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_combined_deg3_rank_F3,60,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_degree3_increment_F3,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_combined_deg3_rank_F5,60,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,EXTERNAL_TRACE_UNION_degree3_increment_F5,1,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_combined_deg3_rank_F2,123,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_degree3_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_combined_deg3_rank_F3,126,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_degree3_increment_F3,4,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_combined_deg3_rank_F5,132,CERTIFIED_BY_RECOMPUTATION,class3_family_summary.csv,,
imported,class3_ordered_route,ALL_TRACE_UNION_degree3_increment_F5,4,CERTIFIED_BY_RECOMPUTATION,class3_degree_tower.csv,,
imported,class4_ordered_route,DPLL_combined_deg4_rank_F2,56,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,DPLL_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,DPLL_combined_deg4_rank_F3,57,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,DPLL_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,DPLL_combined_deg4_rank_F5,57,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,DPLL_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,RULE110_combined_deg4_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,RULE110_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,RULE110_combined_deg4_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,RULE110_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,RULE110_combined_deg4_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,RULE110_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TAG_SYSTEM_combined_deg4_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TAG_SYSTEM_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TAG_SYSTEM_combined_deg4_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TAG_SYSTEM_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TAG_SYSTEM_combined_deg4_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TAG_SYSTEM_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TERM_REWRITE_combined_deg4_rank_F2,19,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TERM_REWRITE_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TERM_REWRITE_combined_deg4_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TERM_REWRITE_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,TERM_REWRITE_combined_deg4_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,TERM_REWRITE_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,WALKSAT_combined_deg4_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,WALKSAT_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,WALKSAT_combined_deg4_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,WALKSAT_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,WALKSAT_combined_deg4_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,WALKSAT_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_combined_deg4_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_combined_deg4_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_combined_deg4_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ACTUAL_TRACE_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_combined_deg4_rank_F2,57,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_combined_deg4_rank_F3,60,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_combined_deg4_rank_F5,60,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,EXTERNAL_TRACE_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_combined_deg4_rank_F2,123,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_combined_deg4_rank_F3,126,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_combined_deg4_rank_F5,132,CERTIFIED_BY_RECOMPUTATION,class4_family_summary.csv,,
imported,class4_ordered_route,ALL_TRACE_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class4_degree_tower.csv,,
imported,class5_ordered_route,DPLL_combined_deg5_rank_F2,56,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,DPLL_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,DPLL_combined_deg5_rank_F3,57,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,DPLL_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,DPLL_combined_deg5_rank_F5,57,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,DPLL_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,RULE110_combined_deg5_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,RULE110_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,RULE110_combined_deg5_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,RULE110_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,RULE110_combined_deg5_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,RULE110_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TAG_SYSTEM_combined_deg5_rank_F2,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TAG_SYSTEM_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TAG_SYSTEM_combined_deg5_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TAG_SYSTEM_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TAG_SYSTEM_combined_deg5_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TAG_SYSTEM_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TERM_REWRITE_combined_deg5_rank_F2,19,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TERM_REWRITE_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TERM_REWRITE_combined_deg5_rank_F3,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TERM_REWRITE_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,TERM_REWRITE_combined_deg5_rank_F5,20,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,TERM_REWRITE_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,WALKSAT_combined_deg5_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,WALKSAT_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,WALKSAT_combined_deg5_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,WALKSAT_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,WALKSAT_combined_deg5_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,WALKSAT_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_combined_deg5_rank_F2,72,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_combined_deg5_rank_F3,73,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_combined_deg5_rank_F5,73,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ACTUAL_TRACE_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_combined_deg5_rank_F2,57,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_combined_deg5_rank_F3,60,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_combined_deg5_rank_F5,60,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,EXTERNAL_TRACE_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_combined_deg5_rank_F2,123,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_combined_deg5_rank_F3,126,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_combined_deg5_rank_F5,132,CERTIFIED_BY_RECOMPUTATION,class5_family_summary.csv,,
imported,class5_ordered_route,ALL_TRACE_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,class5_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_combined_deg5_rank_F2,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_combined_deg5_rank_F3,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_combined_deg5_rank_F5,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,DPLL_EXPANDED_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
