weight_type,series,total_dimension_n,q_exponent,coefficient
half,grade2,38,222,7890
half,grade2,38,224,16260
half,grade2,38,226,8400
half,grade2,38,228,11220
half,grade2,38,230,6906
half,grade2,38,232,3000
half,grade2,38,234,6750
half,grade2,38,236,2610
half,grade2,38,238,7050
half,grade2,38,240,13470
half,grade2,38,242,7686
half,grade2,38,244,3300
half,grade2,38,246,1230
half,grade2,38,248,300
half,grade2,38,250,390
half,grade2,38,252,6066
half,grade2,38,254,2340
half,grade2,38,256,3030
half,grade2,38,258,1230
half,grade2,38,260,2136
half,grade2,38,262,540
half,grade2,38,264,1500
half,grade2,38,266,1956
half,grade2,38,268,420
half,grade2,38,270,1836
half,grade2,38,272,2106
half,grade2,38,274,570
half,grade2,38,276,510
half,grade2,38,278,60
half,grade2,38,280,1020
half,grade2,38,282,240
half,grade2,38,286,360
half,grade2,38,288,1170
half,grade2,38,290,240
half,grade2,38,294,330
half,grade2,38,296,30
half,grade2,38,300,360
half,grade2,38,302,30
half,grade2,38,304,330
half,grade2,38,306,360
half,grade2,38,308,150
half,grade2,38,312,30
half,grade2,38,320,120
half,grade2,38,322,30
half,grade2,38,324,60
half,grade2,38,330,30
half,grade2,38,336,30
half,grade2,38,340,30
half,grade2,38,342,30
half,grade2,39,0,4880460
half,grade2,39,2,1114410
half,grade2,39,4,2898066
half,grade2,39,6,2098500
half,grade2,39,8,4542222
half,grade2,39,10,2687832
half,grade2,39,12,5749770
half,grade2,39,14,3507882
half,grade2,39,16,7121760
half,grade2,39,18,4992084
half,grade2,39,20,7743360
half,grade2,39,22,5560260
half,grade2,39,24,10378092
half,grade2,39,26,6791550
half,grade2,39,28,10166202
half,grade2,39,30,8450964
half,grade2,39,32,12160290
half,grade2,39,34,9018948
half,grade2,39,36,13159080
half,grade2,39,38,9967122
half,grade2,39,40,14208324
half,grade2,39,42,11405160
half,grade2,39,44,13973214
half,grade2,39,46,11421840
half,grade2,39,48,16004046
half,grade2,39,50,12200052
half,grade2,39,52,14614200
half,grade2,39,54,12534120
half,grade2,39,56,14870370
half,grade2,39,58,11558442
half,grade2,39,60,14387868
half,grade2,39,62,10563510
half,grade2,39,64,13277298
half,grade2,39,66,10131300
half,grade2,39,68,11549118
half,grade2,39,70,8875944
half,grade2,39,72,11463600
half,grade2,39,74,7854156
half,grade2,39,76,9177600
half,grade2,39,78,6993576
half,grade2,39,80,8564418
half,grade2,39,82,5802960
half,grade2,39,84,7346112
half,grade2,39,86,4841430
half,grade2,39,88,6042252
half,grade2,39,90,4393020
half,grade2,39,92,4713270
half,grade2,39,94,3269850
half,grade2,39,96,4622550
half,grade2,39,98,2854086
half,grade2,39,100,3418812
half,grade2,39,102,2429460
half,grade2,39,104,2869506
half,grade2,39,106,1857780
half,grade2,39,108,2428254
half,grade2,39,110,1553166
half,grade2,39,112,2090580
half,grade2,39,114,1374150
half,grade2,39,116,1482360
half,grade2,39,118,995322
half,grade2,39,120,1632954
half,grade2,39,122,843480
half,grade2,39,124,1048020
half,grade2,39,126,741180
half,grade2,39,128,989142
half,grade2,39,130,611430
half,grade2,39,132,795990
half,grade2,39,134,477510
half,grade2,39,136,608310
half,grade2,39,138,398964
half,grade2,39,140,548778
half,grade2,39,142,298740
half,grade2,39,144,589386
half,grade2,39,146,265380
half,grade2,39,148,354870
half,grade2,39,150,236952
half,grade2,39,152,306810
half,grade2,39,154,190038
half,grade2,39,156,247590
half,grade2,39,158,137790
half,grade2,39,160,268860
half,grade2,39,162,144780
half,grade2,39,164,152400
half,grade2,39,166,96390
half,grade2,39,168,207894
half,grade2,39,170,104706
half,grade2,39,172,111780
half,grade2,39,174,67800
half,grade2,39,176,112410
half,grade2,39,178,53940
half,grade2,39,180,124332
half,grade2,39,182,60750
half,grade2,39,184,76260
half,grade2,39,186,40890
half,grade2,39,188,45030
half,grade2,39,190,28422
half,grade2,39,192,73230
half,grade2,39,194,26340
half,grade2,39,196,51930
half,grade2,39,198,36048
half,grade2,39,200,51990
half,grade2,39,202,25440
half,grade2,39,204,34032
half,grade2,39,206,14790
half,grade2,39,208,24474
half,grade2,39,210,18192
half,grade2,39,212,12090
half,grade2,39,214,7770
half,grade2,39,216,27000
half,grade2,39,218,9090
half,grade2,39,220,21120
half,grade2,39,222,7500
half,grade2,39,224,27846
half,grade2,39,226,8040
half,grade2,39,228,13440
half,grade2,39,230,5820
half,grade2,39,232,5910
half,grade2,39,234,5310
half,grade2,39,236,2190
half,grade2,39,238,4740
half,grade2,39,240,14652
half,grade2,39,242,6150
half,grade2,39,244,4080
half,grade2,39,246,1800
half,grade2,39,248,1026
half,grade2,39,250,540
half,grade2,39,252,9180
half,grade2,39,254,2160
half,grade2,39,256,6330
half,grade2,39,258,1770
half,grade2,39,260,3360
half,grade2,39,262,630
half,grade2,39,264,3342
half,grade2,39,266,1710
half,grade2,39,268,540
half,grade2,39,270,1566
half,grade2,39,272,1320
half,grade2,39,274,420
half,grade2,39,276,570
half,grade2,39,278,60
half,grade2,39,280,2622
half,grade2,39,282,480
half,grade2,39,284,300
half,grade2,39,286,450
half,grade2,39,288,3012
half,grade2,39,290,576
half,grade2,39,292,300
half,grade2,39,294,390
half,grade2,39,298,30
half,grade2,39,300,390
half,grade2,39,304,360
half,grade2,39,306,330
half,grade2,39,308,576
half,grade2,39,310,90
half,grade2,39,312,120
half,grade2,39,320,540
half,grade2,39,322,120
half,grade2,39,324,276
half,grade2,39,326,30
half,grade2,39,330,60
half,grade2,39,336,120
half,grade2,39,338,6
half,grade2,39,340,60
half,grade2,39,342,60
half,grade2,39,350,6
half,grade2,39,352,60
half,grade2,39,360,66
half,grade2,39,368,6
half,grade2,39,374,6
half,grade2,39,378,6
half,grade2,39,380,6
half,grade2,40,0,8106384
half,grade2,40,2,3568800
half,grade2,40,4,5739426
half,grade2,40,6,6898236
half,grade2,40,8,8611710
half,grade2,40,10,8775546
half,grade2,40,12,12554700
half,grade2,40,14,11485596
half,grade2,40,16,14520690
half,grade2,40,18,16073010
half,grade2,40,20,18007386
half,grade2,40,22,17851950
half,grade2,40,24,22927836
half,grade2,40,26,21488346
half,grade2,40,28,24476400
half,grade2,40,30,26999532
half,grade2,40,32,28247160
half,grade2,40,34,28336554
half,grade2,40,36,32750712
half,grade2,40,38,31423860
half,grade2,40,40,34790370
half,grade2,40,42,36141420
half,grade2,40,44,36578622
half,grade2,40,46,36381552
half,grade2,40,48,40293990
half,grade2,40,50,38794062
half,grade2,40,52,39575880
half,grade2,40,54,40408512
half,grade2,40,56,40433370
half,grade2,40,58,38331690
half,grade2,40,60,40524756
half,grade2,40,62,36512370
half,grade2,40,64,36497622
half,grade2,40,66,35457474
half,grade2,40,68,33752430
half,grade2,40,70,32068836
half,grade2,40,72,32623710
half,grade2,40,74,28790922
half,grade2,40,76,27777762
half,grade2,40,78,26342610
half,grade2,40,80,25109826
half,grade2,40,82,22081470
half,grade2,40,84,22414362
half,grade2,40,86,18982506
half,grade2,40,88,18266550
half,grade2,40,90,17298060
half,grade2,40,92,15290970
half,grade2,40,94,13330716
half,grade2,40,96,13660296
half,grade2,40,98,11440680
half,grade2,40,100,10833186
half,grade2,40,102,9916350
half,grade2,40,104,8956950
half,grade2,40,106,7640040
half,grade2,40,108,7773150
half,grade2,40,110,6590166
half,grade2,40,112,6309720
half,grade2,40,114,5709456
half,grade2,40,116,4975560
half,grade2,40,118,4247130
half,grade2,40,120,4737330
half,grade2,40,122,3598710
half,grade2,40,124,3336492
half,grade2,40,126,3274026
half,grade2,40,128,2896860
half,grade2,40,130,2608290
half,grade2,40,132,2599200
half,grade2,40,134,2043810
half,grade2,40,136,1949742
half,grade2,40,138,1745340
half,grade2,40,140,1738080
half,grade2,40,142,1329570
half,grade2,40,144,1614276
half,grade2,40,146,1173036
half,grade2,40,148,1084740
half,grade2,40,150,1074672
half,grade2,40,152,943590
half,grade2,40,154,847572
half,grade2,40,156,847536
half,grade2,40,158,632190
half,grade2,40,160,738306
half,grade2,40,162,635580
half,grade2,40,164,523326
half,grade2,40,166,444516
half,grade2,40,168,559170
half,grade2,40,170,445440
half,grade2,40,172,366090
half,grade2,40,174,314046
half,grade2,40,176,320640
half,grade2,40,178,229740
half,grade2,40,180,360720
half,grade2,40,182,284340
half,grade2,40,184,251040
half,grade2,40,186,212010
half,grade2,40,188,178770
half,grade2,40,190,151770
half,grade2,40,192,187530
half,grade2,40,194,120570
half,grade2,40,196,129276
half,grade2,40,198,145470
half,grade2,40,200,133890
half,grade2,40,202,102540
half,grade2,40,204,111420
half,grade2,40,206,70020
half,grade2,40,208,84150
half,grade2,40,210,93630
half,grade2,40,212,61200
half,grade2,40,214,49290
half,grade2,40,216,76506
half,grade2,40,218,44820
half,grade2,40,220,61020
half,grade2,40,222,38010
half,grade2,40,224,55080
half,grade2,40,226,32340
half,grade2,40,228,39720
half,grade2,40,230,28950
half,grade2,40,232,19230
half,grade2,40,234,26046
half,grade2,40,236,13170
half,grade2,40,238,22290
half,grade2,40,240,42390
half,grade2,40,242,30300
half,grade2,40,244,19770
half,grade2,40,246,12210
half,grade2,40,248,5010
half,grade2,40,250,3696
half,grade2,40,252,19920
half,grade2,40,254,9660
half,grade2,40,256,13320
half,grade2,40,258,7350
half,grade2,40,260,10320
half,grade2,40,262,4140
half,grade2,40,264,8286
half,grade2,40,266,8490
half,grade2,40,268,3300
half,grade2,40,270,7680
half,grade2,40,272,8160
half,grade2,40,274,3870
half,grade2,40,276,3816
half,grade2,40,278,1260
half,grade2,40,280,4860
half,grade2,40,282,2010
half,grade2,40,284,750
half,grade2,40,286,2226
half,grade2,40,288,5790
half,grade2,40,290,2340
half,grade2,40,292,750
half,grade2,40,294,1896
half,grade2,40,296,420
half,grade2,40,298,150
half,grade2,40,300,2016
half,grade2,40,302,450
half,grade2,40,304,1806
half,grade2,40,306,2106
half,grade2,40,308,1620
half,grade2,40,310,420
half,grade2,40,312,480
half,grade2,40,314,30
half,grade2,40,320,1020
half,grade2,40,322,570
half,grade2,40,324,570
half,grade2,40,326,120
half,grade2,40,330,330
half,grade2,40,332,30
half,grade2,40,336,450
half,grade2,40,338,60
half,grade2,40,340,330
half,grade2,40,342,360
half,grade2,40,344,30
half,grade2,40,350,30
half,grade2,40,352,120
half,grade2,40,360,150
half,grade2,40,368,30
half,grade2,40,374,30
half,grade2,40,378,30
half,grade2,40,380,30
half,grade3,1,0,6
half,grade3,2,0,45
half,grade3,2,1,6
half,grade3,3,0,206
half,grade3,3,1,60
half,grade3,3,2,6
half,grade3,4,0,675
half,grade3,4,1,300
half,grade3,4,2,105
half,grade3,4,3,12
half,grade3,5,0,1812
half,grade3,5,1,1020
half,grade3,5,2,600
half,grade3,5,3,180
half,grade3,5,4,36
half,grade3,5,6,6
half,grade3,6,0,4158
half,grade3,6,1,2700
half,grade3,6,2,2190
half,grade3,6,3,1100
half,grade3,6,4,375
half,grade3,6,5,42
half,grade3,6,6,90
half,grade3,6,9,6
half,grade3,7,0,8568
half,grade3,7,1,6012
half,grade3,7,2,5910
half,grade3,7,3,4080
half,grade3,7,4,2190
half,grade3,7,5,540
half,grade3,7,6,516
half,grade3,7,7,60
half,grade3,7,8,60
half,grade3,7,9,60
half,grade3,7,10,6
half,grade3,7,12,6
half,grade3,8,0,16128
half,grade3,8,1,11820
half,grade3,8,2,13248
half,grade3,8,3,11040
half,grade3,8,4,7965
half,grade3,8,5,3360
half,grade3,8,6,2430
half,grade3,8,7,552
half,grade3,8,8,450
half,grade3,8,9,360
half,grade3,8,10,120
half,grade3,8,12,90
half,grade3,8,15,12
half,grade3,9,0,28428
half,grade3,9,1,21180
half,grade3,9,2,25860
half,grade3,9,3,24304
half,grade3,9,4,21246
half,grade3,9,5,12720
half,grade3,9,6,9470
half,grade3,9,7,3060
half,grade3,9,8,2436
half,grade3,9,9,1620
half,grade3,9,10,810
half,grade3,9,11,120
half,grade3,9,12,540
half,grade3,9,13,60
half,grade3,9,14,6
half,grade3,9,15,120
half,grade3,9,16,30
half,grade3,9,18,6
half,grade3,9,20,6
half,grade3,10,0,47268
half,grade3,10,1,35340
half,grade3,10,2,46020
half,grade3,10,3,46560
half,grade3,10,4,45693
half,grade3,10,5,33966
half,grade3,10,6,29718
half,grade3,10,7,13020
half,grade3,10,8,9375
half,grade3,10,9,6192
half,grade3,10,10,3960
half,grade3,10,11,1140
half,grade3,10,12,2265
half,grade3,10,13,570
half,grade3,10,14,180
half,grade3,10,15,600
half,grade3,10,16,240
half,grade3,10,17,30
half,grade3,10,18,90
half,grade3,10,20,90
half,grade3,10,21,12
half,grade3,10,25,6
half,grade3,11,0,75240
half,grade3,11,1,55740
half,grade3,11,2,75900
half,grade3,11,3,80880
half,grade3,11,4,85680
half,grade3,11,5,72036
half,grade3,11,6,72420
half,grade3,11,7,42240
half,grade3,11,8,31032
half,grade3,11,9,20232
half,grade3,11,10,14286
half,grade3,11,11,6000
half,grade3,11,12,8370
half,grade3,11,13,2820
half,grade3,11,14,1590
half,grade3,11,15,2280
half,grade3,11,16,1260
half,grade3,11,17,360
half,grade3,11,18,516
half,grade3,11,19,60
half,grade3,11,20,480
half,grade3,11,21,180
half,grade3,11,24,66
half,grade3,11,25,60
half,grade3,11,28,6
half,grade3,11,30,6
half,grade3,12,0,114993
half,grade3,12,1,84012
half,grade3,12,2,118680
half,grade3,12,3,130720
half,grade3,12,4,145530
half,grade3,12,5,131892
half,grade3,12,6,145759
half,grade3,12,7,103860
half,grade3,12,8,86070
half,grade3,12,9,58300
half,grade3,12,10,43308
half,grade3,12,11,22512
half,grade3,12,12,26508
half,grade3,12,13,11160
half,grade3,12,14,8040
half,grade3,12,15,7920
half,grade3,12,16,4800
half,grade3,12,17,2160
half,grade3,12,18,2445
half,grade3,12,19,600
half,grade3,12,20,1800
half,grade3,12,21,1080
half,grade3,12,22,150
half,grade3,12,24,450
half,grade3,12,25,360
half,grade3,12,26,30
half,grade3,12,27,12
half,grade3,12,28,90
half,grade3,12,30,90
half,grade3,12,35,12
half,grade3,13,0,170430
half,grade3,13,1,121980
half,grade3,13,2,176892
half,grade3,13,3,199920
half,grade3,13,4,230880
half,grade3,13,5,219012
half,grade3,13,6,256740
half,grade3,13,7,205596
half,grade3,13,8,195750
half,grade3,13,9,148500
half,grade3,13,10,112470
half,grade3,13,11,67380
half,grade3,13,12,73728
half,grade3,13,13,37320
half,grade3,13,14,29010
half,grade3,13,15,25284
half,grade3,13,16,16836
half,grade3,13,17,8640
half,grade3,13,18,9540
half,grade3,13,19,3360
half,grade3,13,20,5820
half,grade3,13,21,4260
half,grade3,13,22,1506
half,grade3,13,23,240
half,grade3,13,24,1890
half,grade3,13,25,1560
half,grade3,13,26,300
half,grade3,13,27,180
half,grade3,13,28,480
half,grade3,13,29,60
half,grade3,13,30,486
half,grade3,13,31,60
half,grade3,13,32,60
half,grade3,13,35,120
half,grade3,13,36,36
half,grade3,13,40,6
half,grade3,13,42,6
half,grade3,14,0,245133
half,grade3,14,1,171660
half,grade3,14,2,254820
half,grade3,14,3,292704
half,grade3,14,4,346650
half,grade3,14,5,339252
half,grade3,14,6,415320
half,grade3,14,7,354240
half,grade3,14,8,367890
half,grade3,14,9,319326
half,grade3,14,10,262920
half,grade3,14,11,170940
half,grade3,14,12,178140
half,grade3,14,13,105162
half,grade3,14,14,87828
half,grade3,14,15,71580
half,grade3,14,16,52350
half,grade3,14,17,29220
half,grade3,14,18,31638
half,grade3,14,19,14160
half,grade3,14,20,17493
half,grade3,14,21,13860
half,grade3,14,22,7050
half,grade3,14,23,2640
half,grade3,14,24,6255
half,grade3,14,25,5190
half,grade3,14,26,1980
half,grade3,14,27,1260
half,grade3,14,28,1830
half,grade3,14,29,510
half,grade3,14,30,1890
half,grade3,14,31,480
half,grade3,14,32,450
half,grade3,14,33,72
half,grade3,14,35,600
half,grade3,14,36,330
half,grade3,14,37,30
half,grade3,14,40,90
half,grade3,14,42,90
half,grade3,14,45,12
half,grade3,14,49,6
half,grade3,15,0,344686
half,grade3,15,1,235260
half,grade3,15,2,355110
half,grade3,15,3,413680
half,grade3,15,4,499932
half,grade3,15,5,498852
half,grade3,15,6,629632
half,grade3,15,7,558960
half,grade3,15,8,612390
half,grade3,15,9,577896
half,grade3,15,10,531846
half,grade3,15,11,384732
half,grade3,15,12,386560
half,grade3,15,13,253440
half,grade3,15,14,222666
half,grade3,15,15,182880
half,grade3,15,16,143742
half,grade3,15,17,88380
half,grade3,15,18,89600
half,grade3,15,19,48120
half,grade3,15,20,50940
half,grade3,15,21,40224
half,grade3,15,22,24240
half,grade3,15,23,13080
half,grade3,15,24,20082
half,grade3,15,25,14532
half,grade3,15,26,8256
half,grade3,15,27,6180
half,grade3,15,28,6210
half,grade3,15,29,2400
half,grade3,15,30,6090
half,grade3,15,31,2160
half,grade3,15,32,2370
half,grade3,15,33,720
half,grade3,15,34,90
half,grade3,15,35,2040
half,grade3,15,36,1656
half,grade3,15,37,420
half,grade3,15,38,30
half,grade3,15,40,540
half,grade3,15,41,60
half,grade3,15,42,480
half,grade3,15,43,60
half,grade3,15,44,6
half,grade3,15,45,120
half,grade3,15,48,60
half,grade3,15,49,60
half,grade3,15,50,6
half,grade3,15,54,6
half,grade3,15,56,6
half,grade3,16,0,473616
half,grade3,16,1,315180
half,grade3,16,2,483450
half,grade3,16,3,567840
half,grade3,16,4,696000
half,grade3,16,5,704436
half,grade3,16,6,911940
half,grade3,16,7,828960
half,grade3,16,8,940230
half,grade3,16,9,929412
half,grade3,16,10,925158
half,grade3,16,11,757920
half,grade3,16,12,765825
half,grade3,16,13,537192
half,grade3,16,14,491496
half,grade3,16,15,417312
half,grade3,16,16,344310
half,grade3,16,17,233160
half,grade3,16,18,232968
half,grade3,16,19,136620
half,grade3,16,20,137910
half,grade3,16,21,108120
half,grade3,16,22,72750
half,grade3,16,23,44940
half,grade3,16,24,59298
half,grade3,16,25,39540
half,grade3,16,26,26310
half,grade3,16,27,23040
half,grade3,16,28,19968
half,grade3,16,29,9240
half,grade3,16,30,17628
half,grade3,16,31,7800
half,grade3,16,32,8550
half,grade3,16,33,4080
half,grade3,16,34,1470
half,grade3,16,35,5520
half,grade3,16,36,5700
half,grade3,16,37,2520
half,grade3,16,38,630
half,grade3,16,39,132
half,grade3,16,40,2070
half,grade3,16,41,540
half,grade3,16,42,1800
half,grade3,16,43,480
half,grade3,16,44,180
half,grade3,16,45,600
half,grade3,16,46,60
half,grade3,16,48,360
half,grade3,16,49,360
half,grade3,16,50,120
half,grade3,16,54,90
half,grade3,16,55,12
half,grade3,16,56,90
half,grade3,16,63,12
half,grade3,17,0,639642
half,grade3,17,1,414012
half,grade3,17,2,642240
half,grade3,17,3,760560
half,grade3,17,4,943680
half,grade3,17,5,963012
half,grade3,17,6,1270422
half,grade3,17,7,1173840
half,grade3,17,8,1368630
half,grade3,17,9,1391940
half,grade3,17,10,1439124
half,grade3,17,11,1281708
half,grade3,17,12,1387272
half,grade3,17,13,1036380
half,grade3,17,14,960030
half,grade3,17,15,846972
half,grade3,17,16,739806
half,grade3,17,17,538452
half,grade3,17,18,537930
half,grade3,17,19,347220
half,grade3,17,20,340062
half,grade3,17,21,269880
half,grade3,17,22,195930
half,grade3,17,23,130680
half,grade3,17,24,156300
half,grade3,17,25,106860
half,grade3,17,26,74490
half,grade3,17,27,68064
half,grade3,17,28,59100
half,grade3,17,29,31800
half,grade3,17,30,47286
half,grade3,17,31,24180
half,grade3,17,32,26412
half,grade3,17,33,16020
half,grade3,17,34,8640
half,grade3,17,35,14124
half,grade3,17,36,15996
half,grade3,17,37,9300
half,grade3,17,38,4380
half,grade3,17,39,1620
half,grade3,17,40,6150
half,grade3,17,41,2520
half,grade3,17,42,5646
half,grade3,17,43,2040
half,grade3,17,44,1470
half,grade3,17,45,2220
half,grade3,17,46,510
half,grade3,17,47,120
half,grade3,17,48,1440
half,grade3,17,49,1500
half,grade3,17,50,780
half,grade3,17,51,120
half,grade3,17,52,6
half,grade3,17,54,480
half,grade3,17,55,180
half,grade3,17,56,480
half,grade3,17,57,60
half,grade3,17,60,66
half,grade3,17,63,120
half,grade3,17,64,30
half,grade3,17,66,6
half,grade3,17,70,6
half,grade3,17,72,6
half,grade3,18,0,848151
half,grade3,18,1,534540
half,grade3,18,2,838998
half,grade3,18,3,997600
half,grade3,18,4,1248285
half,grade3,18,5,1281972
half,grade3,18,6,1720350
half,grade3,18,7,1603584
half,grade3,18,8,1905975
half,grade3,18,9,1980260
half,grade3,18,10,2106318
half,grade3,18,11,1943520
half,grade3,18,12,2227078
half,grade3,18,13,1829340
half,grade3,18,14,1729650
half,grade3,18,15,1553124
half,grade3,18,16,1410060
half,grade3,18,17,1107864
half,grade3,18,18,1116930
half,grade3,18,19,787260
half,grade3,18,20,760077
half,grade3,18,21,616086
half,grade3,18,22,484608
half,grade3,18,23,337620
half,grade3,18,24,374415
half,grade3,18,25,265680
half,grade3,18,26,203490
half,grade3,18,27,176120
half,grade3,18,28,155265
half,grade3,18,29,97110
half,grade3,18,30,121848
half,grade3,18,31,67620
half,grade3,18,32,71430
half,grade3,18,33,50760
half,grade3,18,34,33780
half,grade3,18,35,37560
half,grade3,18,36,41073
half,grade3,18,37,26220
half,grade3,18,38,18090
half,grade3,18,39,9900
half,grade3,18,40,16623
half,grade3,18,41,8430
half,grade3,18,42,15978
half,grade3,18,43,6960
half,grade3,18,44,6360
half,grade3,18,45,7362
half,grade3,18,46,2550
half,grade3,18,47,1080
half,grade3,18,48,4350
half,grade3,18,49,4740
half,grade3,18,50,3510
half,grade3,18,51,1140
half,grade3,18,52,240
half,grade3,18,53,30
half,grade3,18,54,1710
half,grade3,18,55,1080
half,grade3,18,56,1860
half,grade3,18,57,480
half,grade3,18,58,90
half,grade3,18,60,450
half,grade3,18,61,60
half,grade3,18,63,600
half,grade3,18,64,240
half,grade3,18,65,42
half,grade3,18,66,90
half,grade3,18,70,90
half,grade3,18,72,90
half,grade3,18,77,12
half,grade3,18,81,6
half,grade3,19,0,1109562
half,grade3,19,1,679740
half,grade3,19,2,1075380
half,grade3,19,3,1285104
half,grade3,19,4,1620726
half,grade3,19,5,1669092
half,grade3,19,6,2269200
half,grade3,19,7,2128560
half,grade3,19,8,2574102
half,grade3,19,9,2710020
half,grade3,19,10,2936442
half,grade3,19,11,2779440
half,grade3,19,12,3269160
half,grade3,19,13,2872560
half,grade3,19,14,2890788
half,grade3,19,15,2643240
half,grade3,19,16,2453130
half,grade3,19,17,2035140
half,grade3,19,18,2092008
half,grade3,19,19,1582392
half,grade3,19,20,1559862
half,grade3,19,21,1288020
half,grade3,19,22,1071720
half,grade3,19,23,792852
half,grade3,19,24,841092
half,grade3,19,25,607032
half,grade3,19,26,500130
half,grade3,19,27,431760
half,grade3,19,28,368940
half,grade3,19,29,258420
half,grade3,19,30,297990
half,grade3,19,31,178800
half,grade3,19,32,178950
half,grade3,19,33,140004
half,grade3,19,34,101406
half,grade3,19,35,98880
half,grade3,19,36,104910
half,grade3,19,37,65880
half,grade3,19,38,53610
half,grade3,19,39,38880
half,grade3,19,40,46632
half,grade3,19,41,24480
half,grade3,19,42,40410
half,grade3,19,43,21240
half,grade3,19,44,20820
half,grade3,19,45,21864
half,grade3,19,46,10440
half,grade3,19,47,5160
half,grade3,19,48,12498
half,grade3,19,49,12432
half,grade3,19,50,11070
half,grade3,19,51,5820
half,grade3,19,52,2460
half,grade3,19,53,480
half,grade3,19,54,4680
half,grade3,19,55,4020
half,grade3,19,56,6090
half,grade3,19,57,2160
half,grade3,19,58,990
half,grade3,19,59,120
half,grade3,19,60,1896
half,grade3,19,61,540
half,grade3,19,62,60
half,grade3,19,63,2040
half,grade3,19,64,1170
half,grade3,19,65,480
half,grade3,19,66,510
half,grade3,19,67,60
half,grade3,19,70,486
half,grade3,19,71,60
half,grade3,19,72,540
half,grade3,19,73,60
half,grade3,19,77,120
half,grade3,19,78,6
half,grade3,19,80,60
half,grade3,19,81,60
half,grade3,19,84,6
half,grade3,19,88,6
half,grade3,19,90,6
half,grade3,20,0,1429911
half,grade3,20,1,852780
half,grade3,20,2,1361310
half,grade3,20,3,1629600
half,grade3,20,4,2065968
half,grade3,20,5,2132532
half,grade3,20,6,2936118
half,grade3,20,7,2759520
half,grade3,20,8,3378615
half,grade3,20,9,3597444
half,grade3,20,10,3959268
half,grade3,20,11,3804960
half,grade3,20,12,4565610
half,grade3,20,13,4108860
half,grade3,20,14,4390308
half,grade3,20,15,4238232
half,grade3,20,16,3972138
half,grade3,20,17,3404100
half,grade3,20,18,3583395
half,grade3,20,19,2874492
half,grade3,20,20,2875350
half,grade3,20,21,2484336
half,grade3,20,22,2150415
half,grade3,20,23,1679160
half,grade3,20,24,1745745
half,grade3,20,25,1302732
half,grade3,20,26,1117560
half,grade3,20,27,976020
half,grade3,20,28,835380
half,grade3,20,29,607872
half,grade3,20,30,681186
half,grade3,20,31,442980
half,grade3,20,32,422925
half,grade3,20,33,345240
half,grade3,20,34,269610
half,grade3,20,35,243360
half,grade3,20,36,257418
half,grade3,20,37,163800
half,grade3,20,38,137640
half,grade3,20,39,113220
half,grade3,20,40,125730
half,grade3,20,41,70860
half,grade3,20,42,95730
half,grade3,20,43,57780
half,grade3,20,44,59208
half,grade3,20,45,57840
half,grade3,20,46,35430
half,grade3,20,47,19680
half,grade3,20,48,33660
half,grade3,20,49,30180
half,grade3,20,50,29253
half,grade3,20,51,20172
half,grade3,20,52,12090
half,grade3,20,53,4320
half,grade3,20,54,11958
half,grade3,20,55,11160
half,grade3,20,56,16878
half,grade3,20,57,7980
half,grade3,20,58,4740
half,grade3,20,59,1500
half,grade3,20,60,6120
half,grade3,20,61,2400
half,grade3,20,62,1020
half,grade3,20,63,5520
half,grade3,20,64,3810
half,grade3,20,65,2640
half,grade3,20,66,2310
half,grade3,20,67,600
half,grade3,20,68,90
half,grade3,20,70,1800
half,grade3,20,71,480
half,grade3,20,72,2160
half,grade3,20,73,540
half,grade3,20,74,90
half,grade3,20,75,12
half,grade3,20,77,600
half,grade3,20,78,150
half,grade3,20,80,360
half,grade3,20,81,360
half,grade3,20,82,30
half,grade3,20,84,90
half,grade3,20,88,90
half,grade3,20,90,90
half,grade3,20,91,12
half,grade3,20,99,12
half,grade3,21,0,1823024
half,grade3,21,1,1057020
half,grade3,21,2,1697040
half,grade3,21,3,2038000
half,grade3,21,4,2597430
half,grade3,21,5,2680836
half,grade3,21,6,3726880
half,grade3,21,7,3507600
half,grade3,21,8,4347522
half,grade3,21,9,4659332
half,grade3,21,10,5181294
half,grade3,21,11,5038320
half,grade3,21,12,6152370
half,grade3,21,13,5626140
half,grade3,21,14,6117570
half,grade3,21,15,6243764
half,grade3,21,16,6135750
half,grade3,21,17,5338020
half,grade3,21,18,5651624
half,grade3,21,19,4762092
half,grade3,21,20,4877502
half,grade3,21,21,4359040
half,grade3,21,22,3938640
half,grade3,21,23,3212652
half,grade3,21,24,3359662
half,grade3,21,25,2599320
half,grade3,21,26,2301180
half,grade3,21,27,2012440
half,grade3,21,28,1788984
half,grade3,21,29,1336992
half,grade3,21,30,1432892
half,grade3,21,31,1011300
half,grade3,21,32,954000
half,grade3,21,33,792132
half,grade3,21,34,638790
half,grade3,21,35,565752
half,grade3,21,36,590030
half,grade3,21,37,399240
half,grade3,21,38,334356
half,grade3,21,39,282024
half,grade3,21,40,306240
half,grade3,21,41,195960
half,grade3,21,42,223920
half,grade3,21,43,142620
half,grade3,21,44,151080
half,grade3,21,45,143340
half,grade3,21,46,99330
half,grade3,21,47,64080
half,grade3,21,48,88392
half,grade3,21,49,71460
half,grade3,21,50,70170
half,grade3,21,51,54600
half,grade3,21,52,41820
half,grade3,21,53,21600
half,grade3,21,54,31416
half,grade3,21,55,27144
half,grade3,21,56,40530
