raw_sector,relation_alpha,coefficient_mod_1000003
20,240,701391
20,349,925350
20,350,925350
20,351,925350
20,352,925350
20,353,925350
20,354,925350
20,355,925350
20,356,925350
20,357,925350
20,358,925350
20,359,925350
20,360,925350
20,361,925350
20,362,925350
20,363,925350
20,364,925350
20,365,925350
20,366,925350
20,367,925350
20,368,925350
20,369,925350
20,370,925350
20,371,925350
20,372,925350
20,373,925350
20,374,925350
20,375,925350
20,376,925350
20,377,925350
20,378,925350
20,379,925350
20,380,925350
20,381,925350
20,382,925350
20,383,925350
20,384,925350
20,385,925350
20,386,925350
20,387,925350
20,388,925350
20,389,925350
20,390,925350
20,391,925350
20,392,925350
20,393,925350
20,394,925350
20,395,925350
20,396,925350
20,397,925350
20,398,925350
20,399,925350
20,400,925350
20,401,925350
20,402,925350
20,403,925350
20,404,925350
20,405,925350
20,406,925350
20,407,925350
20,408,925350
20,409,925350
20,410,925350
20,411,925350
20,412,925350
20,413,925350
20,414,925350
20,415,925350
20,416,925350
20,417,925350
20,418,925350
20,419,925350
20,420,925350
20,421,925350
20,422,925350
20,423,925350
20,424,925350
20,425,925350
20,426,925350
20,427,925350
20,428,925350
20,429,925350
20,430,925350
20,431,925350
20,432,925350
20,433,925350
20,434,925350
20,613,791018
20,614,791018
20,615,791018
20,616,791018
20,617,791018
20,618,791018
20,619,791018
20,620,791018
20,621,791018
20,622,791018
20,623,791018
20,624,791018
20,625,791018
20,626,791018
20,627,791018
20,628,791018
20,629,791018
20,630,791018
20,631,791018
20,632,791018
20,633,791018
20,634,791018
20,635,791018
20,636,791018
20,637,791018
20,638,791018
20,639,791018
20,640,791018
20,641,791018
20,642,791018
20,643,791018
20,644,791018
20,645,791018
20,646,791018
20,647,791018
20,648,791018
20,649,791018
20,650,791018
20,651,791018
20,652,791018
20,653,791018
20,654,791018
20,655,791018
20,656,791018
20,881,194011
20,882,194011
20,883,194011
20,884,194011
20,885,194011
20,886,194011
20,887,194011
20,888,194011
20,889,194011
20,890,194011
20,891,194011
20,892,194011
20,893,194011
20,894,194011
20,895,194011
20,896,194011
20,897,194011
20,898,194011
20,899,194011
20,900,194011
20,901,194011
20,902,194011
20,903,194011
20,904,194011
20,905,194011
20,906,194011
20,907,194011
20,908,194011
20,909,194011
20,910,194011
20,911,194011
20,912,194011
20,913,194011
20,914,194011
20,915,194011
20,916,194011
20,917,194011
20,918,194011
20,919,194011
20,920,194011
20,921,194011
20,922,194011
20,923,194011
20,924,194011
20,925,194011
20,926,194011
20,927,194011
20,928,194011
20,929,194011
20,930,194011
20,931,194011
20,932,194011
20,933,194011
20,934,194011
20,935,194011
20,936,194011
20,937,194011
20,938,194011
20,939,194011
20,940,194011
20,941,194011
20,942,194011
20,943,194011
20,944,194011
20,945,194011
20,946,194011
20,947,194011
20,948,194011
20,949,194011
20,950,194011
20,951,194011
20,952,194011
20,953,194011
20,954,194011
20,955,194011
20,956,194011
20,957,194011
20,958,194011
20,959,194011
20,960,194011
20,961,194011
20,962,194011
20,963,194011
20,964,194011
20,965,194011
20,966,194011
20,967,194011
20,968,194011
20,969,194011
20,970,194011
20,971,194011
20,972,194011
20,973,194011
20,974,194011
20,975,194011
20,976,194011
20,977,194011
20,978,194011
20,979,194011
20,980,194011
20,981,194011
20,982,194011
20,983,194011
20,984,194011
21,227,312501
21,228,687502
21,229,312501
21,230,312501
21,231,687502
21,232,687502
21,234,687502
21,240,312501
21,886,582033
21,890,582033
21,893,746096
21,895,253907
21,896,417970
21,897,582033
21,907,417970
21,908,582033
21,909,417970
21,910,746096
21,912,253907
21,916,417970
21,917,746096
21,921,417970
21,923,746096
21,926,417970
21,927,582033
21,928,417970
21,930,417970
21,932,746096
21,934,253907
21,935,582033
21,938,582033
21,940,746096
21,941,417970
21,943,417970
21,945,582033
21,951,582033
21,954,582033
21,955,253907
21,956,746096
21,960,417970
21,961,746096
21,962,417970
21,964,582033
21,965,253907
21,969,582033
21,973,746096
21,975,746096
21,977,253907
21,978,253907
21,981,253907
21,982,253907
21,983,253907
22,349,552085
22,350,552085
22,351,223959
22,352,552085
22,354,552085
22,357,223959
22,359,447918
22,360,447918
22,363,776044
22,364,223959
22,366,776044
22,368,447918
22,375,223959
22,376,776044
22,377,223959
22,378,776044
22,380,776044
22,384,776044
22,386,776044
22,391,776044
22,392,776044
22,393,776044
22,394,776044
22,395,223959
22,397,223959
22,399,776044
22,415,552085
22,416,223959
22,417,223959
22,419,223959
22,420,223959
22,428,447918
22,432,552085
22,433,223959
22,434,552085
22,886,417970
22,890,417970
22,893,582033
22,895,417970
22,896,582033
22,897,417970
22,907,582033
22,908,417970
22,909,582033
22,910,582033
22,912,417970
22,916,582033
22,917,582033
22,921,582033
22,923,582033
22,926,582033
22,927,417970
22,928,582033
22,930,582033
22,932,582033
22,934,417970
22,935,417970
22,938,417970
22,940,582033
22,941,582033
22,943,582033
22,945,417970
22,951,417970
22,954,417970
22,955,417970
22,956,582033
22,960,582033
22,961,582033
22,962,582033
22,964,417970
22,965,417970
22,969,417970
22,973,582033
22,975,582033
22,977,417970
22,978,417970
22,981,417970
22,982,417970
22,983,417970
23,349,656252
23,350,343751
23,352,343751
23,354,656252
23,355,656252
23,356,343751
23,359,343751
23,360,656252
23,367,343751
23,368,656252
23,402,343751
23,403,656252
23,405,656252
23,406,343751
23,413,343751
23,414,343751
23,432,656252
23,434,656252
23,882,164063
23,883,835940
23,885,835940
23,886,835940
23,887,164063
23,889,164063
23,890,492189
23,891,835940
23,893,476564
23,894,507814
23,895,507814
23,896,835940
23,897,835940
23,898,835940
23,899,835940
23,900,164063
23,901,835940
23,904,164063
23,905,164063
23,907,835940
23,908,835940
23,909,835940
23,910,164063
23,911,835940
23,912,164063
23,913,164063
23,914,835940
23,915,164063
23,916,835940
23,917,164063
23,918,164063
23,919,835940
23,920,164063
23,921,492189
23,922,835940
23,923,507814
23,924,164063
23,925,164063
23,926,835940
23,927,835940
23,928,835940
23,930,164063
23,932,164063
23,934,507814
23,935,164063
23,938,164063
23,940,507814
23,941,164063
23,943,164063
23,945,835940
23,948,164063
23,949,507814
23,951,164063
23,953,164063
23,954,835940
23,955,164063
23,956,164063
23,957,835940
23,958,835940
23,960,835940
23,961,164063
23,962,164063
23,964,835940
23,965,164063
23,969,164063
23,973,164063
23,975,507814
23,977,507814
23,978,164063
23,980,507814
23,981,164063
23,982,164063
23,983,476564
23,984,507814
24,151,776044
24,152,776044
24,153,776044
24,154,223959
24,155,223959
24,156,223959
24,157,223959
24,158,223959
24,159,776044
24,160,776044
24,161,776044
24,162,776044
24,163,776044
24,164,223959
24,165,223959
24,166,776044
25,0,328126
25,1,671877
25,2,328126
25,3,671877
25,4,671877
25,5,671877
25,6,984378
25,7,835940
25,8,835940
25,9,164063
25,10,164063
25,11,835940
25,12,835940
25,13,164063
25,14,164063
25,15,164063
25,16,164063
25,18,328126
25,19,328126
25,21,671877
25,22,671877
25,23,328126
25,24,328126
25,25,671877
25,26,671877
25,27,984378
25,28,507814
25,29,164063
25,30,164063
25,31,164063
25,32,507814
25,227,625002
25,229,375001
25,231,375001
25,232,625002
25,234,625002
25,240,625002
25,349,656252
25,350,343751
25,352,343751
25,354,656252
25,355,656252
25,356,343751
25,359,656252
25,360,343751
25,367,343751
25,368,343751
25,402,656252
25,403,343751
25,405,343751
25,406,656252
25,413,656252
25,414,656252
25,432,656252
25,434,656252
25,613,417970
25,614,746096
25,615,417970
25,616,253907
25,617,417970
25,618,238282
25,619,582033
25,620,582033
25,621,582033
25,622,746096
25,623,582033
25,624,417970
25,625,746096
25,626,746096
25,627,253907
25,628,417970
25,629,417970
25,630,582033
25,631,582033
25,632,417970
25,633,582033
25,634,253907
25,635,582033
25,636,253907
25,637,582033
25,638,417970
25,639,746096
25,640,253907
25,641,582033
25,642,253907
25,643,761721
25,644,253907
25,645,417970
25,646,417970
25,647,417970
25,648,582033
25,649,746096
25,650,417970
25,651,582033
25,652,746096
25,653,238282
25,654,746096
25,655,253907
25,656,761721
25,883,328126
25,885,671877
25,886,328126
25,890,671877
25,891,328126
25,893,984378
25,895,328126
25,898,671877
25,899,328126
25,901,671877
25,907,671877
25,910,328126
25,911,671877
25,912,328126
25,914,328126
25,917,671877
25,919,671877
25,921,328126
25,922,671877
25,923,671877
25,956,328126
25,957,328126
25,958,328126
25,981,671877
25,982,671877
25,983,15625
26,0,164063
26,1,835940
26,2,835940
26,3,835940
26,4,164063
26,5,164063
26,6,164063
26,17,164063
26,18,164063
26,19,164063
26,20,835940
26,21,835940
26,22,835940
26,23,835940
26,24,835940
26,25,164063
26,26,164063
26,27,835940
26,151,223959
26,152,328126
26,153,328126
26,154,223959
26,155,328126
26,156,223959
26,157,328126
26,158,223959
26,159,223959
26,160,328126
26,161,223959
26,162,328126
26,163,328126
26,164,328126
26,165,328126
26,166,328126
26,613,208985
26,614,208985
26,615,373048
26,616,208985
26,617,208985
26,618,373048
26,619,208985
26,620,373048
26,621,208985
26,622,208985
26,623,208985
26,624,208985
26,625,373048
26,626,373048
26,627,208985
26,628,208985
26,629,373048
26,630,373048
26,631,208985
26,632,208985
26,633,373048
26,634,208985
26,635,208985
26,636,373048
26,637,208985
26,638,208985
26,639,208985
26,640,208985
26,641,208985
26,642,373048
26,643,208985
26,644,208985
26,645,208985
26,646,373048
26,647,208985
26,648,208985
26,649,208985
26,650,208985
26,651,208985
26,652,208985
26,653,208985
26,654,373048
26,655,373048
26,656,373048
26,881,805992
26,882,582033
26,883,805992
26,884,582033
26,885,805992
26,886,805992
26,887,805992
26,888,805992
26,889,805992
26,890,805992
26,891,805992
26,892,805992
26,893,582033
26,894,582033
26,895,582033
26,896,805992
26,897,805992
26,898,805992
26,899,805992
26,900,805992
26,901,805992
26,902,805992
26,903,805992
26,904,805992
26,905,582033
26,906,582033
26,907,805992
26,908,805992
26,909,805992
26,910,582033
26,911,805992
26,912,582033
26,913,582033
26,914,805992
26,915,805992
26,916,805992
26,917,582033
26,918,582033
26,919,805992
26,920,805992
26,921,805992
26,922,805992
26,923,582033
26,924,805992
26,925,582033
26,926,805992
26,927,805992
26,928,805992
26,929,805992
26,930,805992
26,931,582033
26,932,582033
26,933,582033
26,934,582033
26,935,805992
26,936,805992
26,937,805992
26,938,805992
26,939,805992
26,940,582033
26,941,805992
26,942,805992
26,943,805992
26,944,805992
26,945,805992
26,946,805992
26,947,805992
26,948,805992
26,949,582033
26,950,805992
26,951,805992
26,952,582033
26,953,582033
26,954,805992
26,955,582033
26,956,582033
26,957,805992
26,958,805992
26,959,805992
26,960,805992
26,961,582033
26,962,805992
26,963,805992
26,964,805992
26,965,582033
26,966,582033
26,967,805992
26,968,805992
26,969,805992
26,970,805992
26,971,582033
26,972,805992
26,973,582033
26,974,582033
26,975,582033
26,976,582033
26,977,582033
26,978,582033
26,979,582033
26,980,582033
26,981,582033
26,982,582033
26,983,582033
26,984,582033
27,227,402779
27,228,402779
27,229,402779
27,230,402779
27,231,402779
27,232,402779
27,233,298612
27,234,402779
27,235,402779
27,236,298612
27,237,298612
27,238,298612
27,239,402779
27,240,402779
27,349,701391
27,350,701391
27,352,701391
27,353,701391
27,354,701391
27,358,149306
27,359,701391
27,360,701391
27,361,149306
27,362,149306
27,365,149306
27,368,701391
27,369,149306
27,370,149306
27,371,701391
27,373,149306
27,374,149306
27,379,149306
27,381,149306
27,382,149306
27,383,149306
27,385,149306
27,387,701391
27,388,149306
27,389,149306
27,396,149306
27,398,149306
27,400,149306
27,404,149306
27,407,149306
27,408,149306
27,409,149306
27,410,149306
27,411,149306
27,415,701391
27,418,701391
27,421,701391
27,422,701391
27,423,701391
27,425,701391
27,428,701391
27,432,701391
27,434,701391
27,881,611981
27,884,611981
27,886,776044
27,888,611981
27,890,776044
27,892,611981
27,893,776044
27,895,776044
27,896,776044
27,897,776044
27,902,611981
27,903,611981
27,906,611981
27,907,776044
27,908,776044
27,909,776044
27,910,776044
27,912,776044
27,916,776044
27,917,776044
27,921,776044
27,923,776044
27,926,776044
27,927,776044
27,929,611981
27,931,611981
27,933,611981
27,936,611981
27,937,611981
27,939,611981
27,942,611981
27,944,611981
27,946,611981
27,947,611981
27,950,611981
27,952,611981
27,954,776044
27,956,776044
27,959,611981
27,963,611981
27,966,611981
27,967,611981
27,968,611981
27,970,611981
27,971,611981
27,972,611981
27,974,611981
27,976,611981
27,979,611981
27,981,776044
27,982,776044
27,983,776044
28,0,328126
28,1,671877
28,2,328126
28,3,671877
28,4,671877
28,5,671877
28,6,984378
28,7,164063
28,8,164063
28,9,835940
28,10,835940
28,11,164063
28,12,164063
28,13,835940
28,14,835940
28,15,835940
28,16,835940
28,18,671877
28,19,671877
28,21,328126
28,22,328126
28,23,671877
28,24,671877
28,25,328126
28,26,328126
28,27,984378
28,28,507814
28,29,164063
28,30,164063
28,31,164063
28,32,507814
28,613,835940
28,614,835940
28,615,164063
28,616,164063
28,617,164063
28,618,476564
28,619,835940
28,620,835940
28,621,835940
28,622,835940
28,623,164063
28,624,164063
28,625,507814
28,626,507814
28,627,835940
28,628,164063
28,629,164063
28,630,164063
28,631,164063
28,632,164063
28,633,835940
28,634,164063
28,635,492189
28,636,507814
28,637,835940
28,638,835940
28,639,835940
28,640,164063
28,641,835940
28,642,492189
28,643,507814
28,644,164063
28,645,507814
28,646,835940
28,647,164063
28,648,835940
28,649,164063
28,650,164063
28,651,835940
28,652,835940
28,653,492189
28,654,492189
28,655,492189
28,656,523439
28,886,835940
28,890,835940
28,893,492189
28,895,164063
28,896,835940
28,897,164063
28,907,164063
28,908,164063
28,909,835940
28,910,835940
28,912,507814
28,916,835940
28,917,492189
28,921,164063
28,923,835940
28,926,835940
28,927,164063
28,928,835940
28,930,164063
28,932,164063
28,934,492189
28,935,835940
28,938,835940
28,940,507814
28,941,164063
28,943,164063
28,945,164063
28,951,835940
28,954,164063
28,955,835940
28,956,835940
28,960,835940
28,961,164063
28,962,164063
28,964,164063
28,965,835940
28,969,835940
28,973,164063
28,975,507814
28,977,492189
28,978,835940
28,981,164063
28,982,164063
28,983,507814
29,613,791018
29,614,791018
29,615,626955
29,616,208985
29,617,791018
29,618,373048
29,619,208985
29,620,373048
29,621,208985
29,622,791018
29,623,208985
29,624,791018
29,625,626955
29,626,626955
29,627,208985
29,628,791018
29,629,626955
29,630,373048
29,631,208985
29,632,791018
29,633,373048
29,634,208985
29,635,208985
29,636,373048
29,637,208985
29,638,791018
29,639,791018
29,640,208985
29,641,208985
29,642,373048
29,643,791018
29,644,208985
29,645,791018
29,646,626955
29,647,791018
29,648,208985
29,649,791018
29,650,791018
29,651,208985
29,652,791018
29,653,208985
29,654,626955
29,655,373048
29,656,626955
30,613,208985
30,614,208985
30,615,208985
30,616,791018
30,617,208985
30,618,791018
30,619,791018
30,620,791018
30,621,791018
30,622,208985
30,623,791018
30,624,208985
30,625,208985
30,626,208985
30,627,791018
30,628,208985
30,629,208985
30,630,791018
30,631,791018
30,632,208985
30,633,791018
30,634,791018
30,635,791018
30,636,791018
30,637,791018
30,638,208985
30,639,208985
30,640,791018
30,641,791018
30,642,791018
30,643,208985
30,644,791018
30,645,208985
30,646,208985
30,647,208985
30,648,791018
30,649,208985
30,650,208985
30,651,791018
30,652,208985
30,653,791018
30,654,208985
30,655,791018
30,656,208985
31,0,328126
31,1,328126
31,2,671877
31,3,328126
31,4,671877
31,5,671877
31,6,984378
31,9,328126
31,10,328126
31,13,328126
31,14,671877
31,15,671877
31,16,671877
31,18,671877
31,19,671877
31,21,671877
31,22,671877
31,23,328126
31,24,328126
31,25,328126
31,26,328126
31,27,15625
31,349,656252
31,353,671877
31,354,656252
31,356,343751
31,360,343751
31,367,656252
31,368,656252
31,371,328126
31,372,328126
31,387,671877
31,390,671877
31,401,328126
31,402,343751
31,406,343751
31,412,671877
31,413,656252
31,414,656252
31,418,328126
31,432,343751
31,434,343751
31,613,671877
31,614,328126
31,615,328126
31,616,835940
31,618,476564
31,619,164063
31,620,835940
31,621,164063
31,622,671877
31,623,835940
31,625,15625
31,626,328126
31,627,164063
31,629,671877
31,630,164063
31,631,835940
31,633,835940
31,634,835940
31,635,507814
31,636,507814
31,637,164063
31,638,328126
31,639,671877
31,640,835940
31,641,164063
31,642,492189
31,644,835940
31,648,164063
31,651,164063
31,652,328126
31,653,507814
31,655,492189
32,0,656252
32,1,656252
32,2,343751
32,3,656252
32,4,343751
32,5,343751
32,6,968753
32,18,656252
32,19,656252
32,21,656252
32,22,656252
32,23,343751
32,24,343751
32,25,343751
32,26,343751
32,27,31250
32,227,250001
32,232,250001
32,234,750002
32,240,750002
32,349,250001
32,360,625002
32,368,375001
32,421,687502
32,422,312501
32,423,687502
32,425,312501
32,434,750002
32,616,328126
32,618,953128
32,619,328126
32,620,328126
32,621,671877
32,623,328126
32,627,328126
32,630,328126
32,631,328126
32,633,328126
32,634,328126
32,635,15625
32,636,15625
32,637,328126
32,640,328126
32,641,671877
32,642,15625
32,644,328126
32,648,671877
32,651,671877
32,653,15625
32,655,15625
32,886,343751
32,890,656252
32,893,968753
32,895,656252
32,907,656252
32,910,656252
32,912,656252
32,917,343751
32,921,343751
32,923,343751
32,956,656252
32,981,343751
32,982,343751
32,983,31250
33,0,492189
33,1,507814
33,2,507814
33,3,507814
33,4,492189
33,5,492189
33,6,492189
33,17,835940
33,18,835940
33,19,835940
33,20,164063
33,21,164063
33,22,164063
33,23,164063
33,24,164063
33,25,835940
33,26,835940
33,27,507814
33,613,791018
33,614,791018
33,615,626955
33,616,791018
33,617,791018
33,618,119141
33,619,626955
33,620,626955
33,621,791018
33,622,791018
33,623,791018
33,624,791018
33,625,626955
33,626,626955
33,627,626955
33,628,791018
33,629,626955
33,630,119141
33,631,791018
33,632,791018
33,633,626955
33,634,791018
33,635,626955
33,636,119141
33,637,626955
33,638,791018
33,639,791018
33,640,791018
33,641,791018
33,642,626955
33,643,626955
33,644,791018
33,645,626955
33,646,119141
33,647,626955
33,648,791018
33,649,626955
33,650,626955
33,651,791018
33,652,791018
33,653,626955
33,654,119141
33,655,626955
33,656,119141
34,227,625002
34,232,375001
34,234,625002
34,237,312501
34,238,687502
34,240,375001
34,349,968753
34,353,328126
34,354,343751
34,356,656252
34,360,343751
34,367,343751
34,368,656252
34,371,671877
34,372,328126
34,387,328126
34,390,671877
34,395,343751
34,397,656252
34,401,328126
34,402,656252
34,406,656252
34,412,671877
34,413,343751
34,414,343751
34,416,343751
34,417,656252
34,418,671877
34,421,656252
34,422,343751
34,423,656252
34,425,343751
34,432,656252
34,434,31250
34,882,164063
34,883,164063
34,885,164063
34,886,328126
34,887,835940
34,889,835940
34,890,671877
34,891,164063
34,893,968753
34,894,507814
34,895,671877
34,896,328126
34,898,164063
34,899,164063
34,900,835940
34,901,164063
34,904,835940
34,905,164063
34,909,328126
34,911,164063
34,912,671877
34,913,164063
34,914,164063
34,915,835940
34,916,328126
34,917,656252
34,918,164063
34,919,164063
34,920,835940
34,921,343751
34,922,164063
34,923,343751
34,924,835940
34,925,164063
34,926,328126
34,934,15625
34,935,671877
34,938,671877
34,945,328126
34,948,835940
34,949,507814
34,951,671877
34,953,164063
34,955,328126
34,957,164063
34,958,164063
34,964,328126
34,965,328126
34,969,671877
34,977,15625
34,978,328126
34,980,507814
34,981,328126
34,982,328126
34,983,984378
34,984,507814
35,349,776044
35,350,776044
35,352,776044
35,353,223959
35,354,776044
35,355,223959
35,356,223959
35,359,776044
35,360,776044
35,367,223959
35,368,776044
35,371,223959
35,372,776044
35,387,223959
35,390,776044
35,401,776044
35,402,223959
35,403,223959
35,405,223959
35,406,223959
35,412,776044
35,413,223959
35,414,223959
35,415,776044
35,418,223959
35,421,223959
35,422,223959
35,423,223959
35,424,776044
35,425,223959
35,426,776044
35,427,223959
35,428,776044
35,429,223959
35,430,776044
35,431,776044
35,432,776044
35,434,776044
36,155,343751
36,156,343751
36,157,656252
36,158,656252
36,159,656252
36,160,656252
36,161,343751
36,162,343751
36,163,968753
36,164,656252
36,165,343751
36,166,31250
36,349,656252
36,353,671877
36,354,656252
36,356,656252
36,360,343751
36,367,343751
36,368,656252
36,371,328126
36,372,671877
36,387,671877
36,390,328126
36,401,671877
36,402,656252
36,406,656252
36,412,328126
36,413,343751
36,414,343751
36,418,328126
36,432,343751
36,434,343751
37,1,656252
37,3,343751
37,4,656252
37,5,343751
37,6,968753
37,7,164063
37,8,164063
37,9,835940
37,10,835940
37,11,164063
37,12,164063
37,13,835940
37,14,835940
37,15,835940
37,16,835940
37,17,328126
37,20,328126
37,21,343751
37,22,343751
37,25,343751
37,26,343751
37,27,968753
37,28,492189
37,29,835940
37,30,835940
37,31,835940
37,32,492189
37,227,625002
37,229,375001
37,231,625002
37,232,375001
37,234,375001
37,240,625002
37,613,582033
37,614,253907
37,615,582033
37,616,253907
37,617,582033
37,618,238282
37,619,582033
37,620,582033
37,621,582033
37,622,253907
37,623,582033
37,624,582033
37,625,253907
37,626,253907
37,627,253907
37,628,582033
37,629,582033
37,630,582033
37,631,582033
37,632,582033
37,633,582033
37,634,253907
37,635,582033
37,636,253907
37,637,582033
37,638,582033
37,639,253907
37,640,253907
37,641,582033
37,642,253907
37,643,238282
37,644,253907
37,645,582033
37,646,582033
37,647,582033
37,648,582033
37,649,253907
37,650,582033
37,651,582033
37,652,253907
37,653,238282
37,654,253907
37,655,253907
37,656,238282
38,0,791669
38,4,791669
38,5,208334
38,6,625002
38,9,895836
38,10,104167
38,13,895836
38,14,104167
38,15,895836
38,16,104167
38,28,895836
38,29,104167
38,30,895836
38,31,895836
38,32,312501
38,152,625002
38,153,791669
38,160,166667
38,162,416668
38,163,250001
38,349,208334
38,354,791669
38,369,104167
38,370,895836
38,373,895836
38,374,104167
38,376,895836
38,378,104167
38,381,104167
38,382,895836
38,383,895836
38,384,104167
38,385,104167
38,386,895836
38,391,895836
38,392,104167
38,393,104167
38,394,895836
38,402,208334
38,406,791669
38,413,791669
38,414,208334
38,432,791669
38,434,208334
38,613,447918
38,614,447918
38,615,552085
38,616,552085
38,618,968753
38,619,447918
38,620,552085
38,622,552085
38,623,552085
38,625,656252
38,626,447918
38,627,552085
38,629,447918
38,630,343751
38,631,447918
38,633,447918
38,634,552085
38,635,447918
38,636,656252
38,637,447918
38,638,552085
38,639,552085
38,640,447918
38,642,447918
38,643,656252
38,644,447918
38,645,447918
38,646,343751
38,647,447918
38,649,552085
38,650,447918
38,652,447918
38,653,656252
38,654,656252
38,655,656252
38,656,968753
38,882,552085
38,883,552085
38,884,552085
38,885,552085
38,888,447918
38,891,447918
38,893,312501
38,894,656252
38,898,447918
38,899,552085
38,901,447918
38,902,552085
38,905,447918
38,906,447918
38,910,895836
38,911,447918
38,913,447918
38,914,552085
38,917,895836
38,918,447918
38,919,447918
38,922,552085
38,923,104167
38,925,552085
38,929,552085
38,931,447918
38,932,895836
38,933,447918
38,937,552085
38,939,447918
38,940,895836
38,942,447918
38,944,447918
38,946,552085
38,947,552085
38,949,447918
38,952,447918
38,953,447918
38,956,895836
38,957,552085
38,958,447918
38,961,104167
38,966,552085
38,967,447918
38,968,552085
38,971,447918
38,972,447918
38,973,895836
38,974,656252
38,975,312501
38,976,656252
38,979,447918
38,980,447918
38,984,656252
