path,archive_path,size_bytes,sha256
hamming_gaussian_full_subgaussian_probe/codeword_sign_direction_distribution.csv,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/codeword_sign_direction_distribution.csv,132,d241c3cb03d40ec2f99d74da572ca1773f409744552f58217d21a120e7b1f9fd
hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe.py,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe.py,15272,7b1907604f303cdc91d994d06fb9a200c8907aa723f2ad26019edf168931280a
hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe_certificate.json,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe_certificate.json,2620,b1e963cc017f6830c727fc7e0220e5c96e3137dc58a7be11a430c4127903fbb1
hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe_report.md,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/hamming_gaussian_full_subgaussian_probe_report.md,2199,273ea58da519746c1fb1fa7cf5e1cabfe04da0586c8cf2344f30526182935791
hamming_gaussian_full_subgaussian_probe/random_search_projection_constants.csv,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/random_search_projection_constants.csv,46350,c546da12f4dc6ea0a6e70cb3007b25189c4f75583808e08544675b3c799a6312
hamming_gaussian_full_subgaussian_probe/structured_projection_constants.csv,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/structured_projection_constants.csv,3461,6ff8f64aaa0e1e28b546423489a2b374abac7734e388f9a59a952f67d3d062b3
hamming_gaussian_full_subgaussian_probe/support_regime_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_full_subgaussian_probe/support_regime_ledger.csv,3327,ce8755928131b3dc06868fa66ceeb7e83eb7ee01039a68e8a88f00a6dbb4e94f
hamming_gaussian_global_inequality_reduction/direction_scale_stress_search.csv,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/direction_scale_stress_search.csv,12660,32af106eeac65bc8c75bc7efa3d193e3a1c84e4667fc1959dbe75f21083c8864
hamming_gaussian_global_inequality_reduction/full_multistart_stress_search.csv,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/full_multistart_stress_search.csv,3068,c0bb57ac32652170921501ea1787c48f5408db58ce386c01df0e5714d4754447
hamming_gaussian_global_inequality_reduction/global_inequality_reduction_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/global_inequality_reduction_ledger.csv,374,0c0b0ae6dd851a557905039f8ce0ae6d889309b0805fba52dee012a7b2424a4e
hamming_gaussian_global_inequality_reduction/hamming_gaussian_global_inequality_reduction_certificate.json,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/hamming_gaussian_global_inequality_reduction_certificate.json,1437,f235dda784e19934001c24a50abf0ccd83a0bd90262c433a24d9104941f536e4
hamming_gaussian_global_inequality_reduction/hamming_gaussian_global_inequality_reduction_report.md,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/hamming_gaussian_global_inequality_reduction_report.md,1649,bea783915d947473de0ef7f7764821fd0115224dd5b02c07cb8001cdbf69e571
hamming_gaussian_global_inequality_reduction/macwilliams_identity_checks.csv,talagrand_python_handoff/work/hamming_gaussian_global_inequality_reduction/macwilliams_identity_checks.csv,935,2e3852bb4097513fd8b9395c21b3c02148cc450f0171bb90ad1a9a32f2e91423
hamming_gaussian_hexadecad_entropy_reduction/entropy_complement_random_stress.csv,talagrand_python_handoff/work/hamming_gaussian_hexadecad_entropy_reduction/entropy_complement_random_stress.csv,278305,0a5c57f0f96f181852242d45a3bc873ae49b087a07011d831fc29e0c4a023fcd
hamming_gaussian_hexadecad_entropy_reduction/hamming_gaussian_hexadecad_entropy_reduction_certificate.json,talagrand_python_handoff/work/hamming_gaussian_hexadecad_entropy_reduction/hamming_gaussian_hexadecad_entropy_reduction_certificate.json,800,7b19b6be2a59799b77e5146c36aa569e2af3bf3657caeeea099f54edb7c0768c
hamming_gaussian_hexadecad_entropy_reduction/hamming_gaussian_hexadecad_entropy_reduction_report.md,talagrand_python_handoff/work/hamming_gaussian_hexadecad_entropy_reduction/hamming_gaussian_hexadecad_entropy_reduction_report.md,1485,f3ab05d7c0fe5ce86392e48ad25d74e5223b0f11bfbf0ef7bb8d9d9128cbedfd
hamming_gaussian_hexadecad_entropy_reduction/hexadecad_reduction_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_hexadecad_entropy_reduction/hexadecad_reduction_ledger.csv,672,4d50ff53a7d0f7f8794de98d95da7d706b95be8b8ce4f7baed00133b9b221774
hamming_gaussian_hexadecad_entropy_reduction/two_value_entropy_contraction_scan.csv,talagrand_python_handoff/work/hamming_gaussian_hexadecad_entropy_reduction/two_value_entropy_contraction_scan.csv,1874,30404ab094cc4a940559d08fdeb4c42e52dd88b89f160a9ab14730ec1473bf8f
hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination.py,talagrand_python_handoff/work/hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination.py,8354,321242519d83502bb1d44b4577302c9037269b974587e47d8fdd5186cff13f20
hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination_certificate.json,talagrand_python_handoff/work/hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination_certificate.json,4204,cc64db58d41d9d8b6e1f81e671abf8e58bf65a63fcab517c4089b1d7096deeff
hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination_report.md,talagrand_python_handoff/work/hamming_gaussian_indicator_shell_domination/hamming_gaussian_indicator_shell_domination_report.md,1285,252826858739800b459b1d56202f2aeef47a68d2298a686ed3e2a7e52505404b
hamming_gaussian_indicator_shell_domination/indicator_shell_domination_by_support_size.csv,talagrand_python_handoff/work/hamming_gaussian_indicator_shell_domination/indicator_shell_domination_by_support_size.csv,9523,2eae94ccb2deddf78b05d86e9f3fce6bdd21e7444c980ab08ffc022b7b409d70
hamming_gaussian_indicator_shell_domination/indicator_shell_selected_cases.csv,talagrand_python_handoff/work/hamming_gaussian_indicator_shell_domination/indicator_shell_selected_cases.csv,2846,2a49d7d32e0fec7679f6d2d26c072b7a469bf7dab8366a28e97eeb847e82de90
hamming_gaussian_jensen_scalar_reduction/analytic_reduction_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_jensen_scalar_reduction/analytic_reduction_ledger.csv,921,d427237a8c920dd79b576c0438854f9e43f1ce1382f87994aa19af363ced5044
hamming_gaussian_jensen_scalar_reduction/hamming_gaussian_jensen_scalar_reduction_certificate.json,talagrand_python_handoff/work/hamming_gaussian_jensen_scalar_reduction/hamming_gaussian_jensen_scalar_reduction_certificate.json,916,60a9dccf6970fb4d56d3a14c8320bde3e2a0b87393107165912aa39e079d0d34
hamming_gaussian_jensen_scalar_reduction/hamming_gaussian_jensen_scalar_reduction_report.md,talagrand_python_handoff/work/hamming_gaussian_jensen_scalar_reduction/hamming_gaussian_jensen_scalar_reduction_report.md,1497,c14ee3402535254bd0decf2fab9311add8d5a291903c0a65e988a071b0b9e4fb
hamming_gaussian_jensen_scalar_reduction/jensen_random_stress.csv,talagrand_python_handoff/work/hamming_gaussian_jensen_scalar_reduction/jensen_random_stress.csv,441667,17496a58e4c83918796beee64eb3b81af3909779ce9511a7681919202291e489
hamming_gaussian_jensen_scalar_reduction/scalar_profile.csv,talagrand_python_handoff/work/hamming_gaussian_jensen_scalar_reduction/scalar_profile.csv,13523,cc5e0647e8add3a3c17fe99815ed04909547f93f3ba7366cc934b9b49b5e4987
hamming_gaussian_kkt_basin_audit/equal_kkt_jacobian_spectrum.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/equal_kkt_jacobian_spectrum.csv,317,45625abdb7c8c825d6d3d47959561b9c70e5f9459c2a991577ac80b7202d8299
hamming_gaussian_kkt_basin_audit/hamming_gaussian_kkt_basin_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/hamming_gaussian_kkt_basin_audit_certificate.json,2399,90f3f1495a723fd6eaf2988a143b3e6e77a20de4ae5ab2e8d0b55559a1ea8c41
hamming_gaussian_kkt_basin_audit/hamming_gaussian_kkt_basin_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/hamming_gaussian_kkt_basin_audit_report.md,1252,d7ee3fca0e55635b49d3ea7bf93dbaf15ef34f06c292a67f4d515ff26486e478
hamming_gaussian_kkt_basin_audit/kkt_basin_iterations.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/kkt_basin_iterations.csv,70292,6f2fe52db6b609b672e8cbd179b6f93c7ed85bf13c357392ef1ae035bfefd961
hamming_gaussian_kkt_basin_audit/kkt_basin_residue_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/kkt_basin_residue_ledger.csv,558,656c14fb7f84f372fb70b0cc6ed10802f8b607602dc33e64b80c16d6477b5bdd
hamming_gaussian_kkt_basin_audit/kkt_basin_summary.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_basin_audit/kkt_basin_summary.csv,293,16d1ffb751825059265195c4ab8a593f32b1a672f0e13660fe3b3da98663de25
hamming_gaussian_kkt_contraction_audit/hamming_gaussian_kkt_contraction_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_kkt_contraction_audit/hamming_gaussian_kkt_contraction_audit_certificate.json,1912,b2607dad3029bd5b80ca98ce17cba52ed4f310963581f3a7859e67f8528169d8
hamming_gaussian_kkt_contraction_audit/hamming_gaussian_kkt_contraction_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_kkt_contraction_audit/hamming_gaussian_kkt_contraction_audit_report.md,1440,21605490485b00df4397b6b77ca0da8cdb0da068b2303b60211208fea0be92a0
hamming_gaussian_kkt_contraction_audit/hilbert_pair_contraction.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_contraction_audit/hilbert_pair_contraction.csv,10064,bbea0e22c2e1ba8ed52a1f0197d89b5c7ad0bce96982fedc7d67987f6da85305
hamming_gaussian_kkt_contraction_audit/kkt_derivative_samples.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_contraction_audit/kkt_derivative_samples.csv,16026,6320cd8376edd82cc14d36e76f9491fc3601f15544d376d495f8ce76e178b92a
hamming_gaussian_kkt_contraction_audit/kkt_iteration_audit.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_contraction_audit/kkt_iteration_audit.csv,8082,d16104c83c82bddf31328944af88d85ac6086938720b6ac71f46983522cf5dd4
hamming_gaussian_kkt_covariance_audit/equal_covariance_spectrum.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_covariance_audit/equal_covariance_spectrum.csv,363,7145d5d2b18f026788d665484e4aa0d3d1a557c2802fe2af0599073fe79835fa
hamming_gaussian_kkt_covariance_audit/hamming_gaussian_kkt_covariance_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_kkt_covariance_audit/hamming_gaussian_kkt_covariance_audit_certificate.json,2227,2b2d0a91a9ace7cd875bc7dcde8fb6f79f00e0a928f2a1e1e10d954bb0c031f8
hamming_gaussian_kkt_covariance_audit/hamming_gaussian_kkt_covariance_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_kkt_covariance_audit/hamming_gaussian_kkt_covariance_audit_report.md,1831,2a725cca9a0ad85fb5b9266394fef24f55535cdcb62fae6e69a8abd6d59317f0
hamming_gaussian_kkt_covariance_audit/kkt_multistart_covariance.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_covariance_audit/kkt_multistart_covariance.csv,30836,3432dbb4b99bd23cc351051aa3aa09d894323de3f90022bbee2ae54348e774ce
hamming_gaussian_kkt_covariance_audit/noncritical_hessian_stress.csv,talagrand_python_handoff/work/hamming_gaussian_kkt_covariance_audit/noncritical_hessian_stress.csv,48157,9edc8a385f3a4a50af1f8751cd38a9a19da97d5b69cd91f1a202d352cbc85674
hamming_gaussian_log_concavity_route_audit/hamming_gaussian_log_concavity_route_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_log_concavity_route_audit/hamming_gaussian_log_concavity_route_audit_certificate.json,5884,a191d9863f6de334cabe24e138e10a7c3c73088080c6d0eda62279e44644bbd8
hamming_gaussian_log_concavity_route_audit/hamming_gaussian_log_concavity_route_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_log_concavity_route_audit/hamming_gaussian_log_concavity_route_audit_report.md,1375,f7504e24a72c7ae0c6bc462cfee11943037b65456d634dd58829e4b89a8a9097
hamming_gaussian_log_concavity_route_audit/log_concavity_best_examples.csv,talagrand_python_handoff/work/hamming_gaussian_log_concavity_route_audit/log_concavity_best_examples.csv,1588,ed157c818a2a8dbce6fdd25b39c518ec788885aef424e11e003428a5859036c5
hamming_gaussian_log_concavity_route_audit/log_concavity_random_hessian_samples.csv,talagrand_python_handoff/work/hamming_gaussian_log_concavity_route_audit/log_concavity_random_hessian_samples.csv,186396,65a839e5356ce0ff35249ac7100b1182194b4b98ff840a1b869434c969691e4c
hamming_gaussian_log_concavity_route_audit/log_concavity_route_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_log_concavity_route_audit/log_concavity_route_ledger.csv,546,35ed5c70bff8e66963c07e80ce1d1ca4cccede505eefcccea73c606fde120a23
hamming_gaussian_maclaurin_domination/block_rms_optimization.csv,talagrand_python_handoff/work/hamming_gaussian_maclaurin_domination/block_rms_optimization.csv,536,9d03bfb5bf8b7694fecffbdd76ab08b48ebf48b43e4dcc0f36a47c0b6857d1f5
hamming_gaussian_maclaurin_domination/block_rms_probe_examples.csv,talagrand_python_handoff/work/hamming_gaussian_maclaurin_domination/block_rms_probe_examples.csv,572,628c9446ea7fc91f65d1b9d0d7836fe23df15c594580245d4d8722f7acb6434c
hamming_gaussian_maclaurin_domination/conditional_bound.csv,talagrand_python_handoff/work/hamming_gaussian_maclaurin_domination/conditional_bound.csv,129,f5e36fb2ebb9c2c92bc85b1983c2e4f0c6d0730c02d30d4a2b4b6bd40b28eacc
hamming_gaussian_maclaurin_domination/hamming_gaussian_maclaurin_domination_certificate.json,talagrand_python_handoff/work/hamming_gaussian_maclaurin_domination/hamming_gaussian_maclaurin_domination_certificate.json,2386,f8a2c9d2d9ce75fe74fe3a6389ab093e6ee527d3e70ff9fd986404f6e8e4e3bc
hamming_gaussian_maclaurin_domination/hamming_gaussian_maclaurin_domination_report.md,talagrand_python_handoff/work/hamming_gaussian_maclaurin_domination/hamming_gaussian_maclaurin_domination_report.md,1554,5e7037babdec6190fa839c00fdcb59e09c1c235f33e9f3adfb4989f7f1a768d2
hamming_gaussian_morphism/hamming_gaussian_morphism.py,talagrand_python_handoff/work/hamming_gaussian_morphism/hamming_gaussian_morphism.py,12732,1d567ec6567fbc98814a0a144be7617fa04742c930023112c7bab594347e5662
hamming_gaussian_morphism/hamming_gaussian_morphism_certificate.json,talagrand_python_handoff/work/hamming_gaussian_morphism/hamming_gaussian_morphism_certificate.json,8589,fc0b16e063725ea8f6f28695ee9a9933c4b28e9a343d4f4c609871d5d041af17
hamming_gaussian_morphism/hamming_gaussian_morphism_report.md,talagrand_python_handoff/work/hamming_gaussian_morphism/hamming_gaussian_morphism_report.md,2257,1762e1ee7790ce6133554ff3bd16b2849dbde9c1ae9dd2aa96f992431dd27ab6
hamming_gaussian_morphism/hamming_gaussian_stage_invariants.csv,talagrand_python_handoff/work/hamming_gaussian_morphism/hamming_gaussian_stage_invariants.csv,255,e0cb28d8642e0a591d9f61fe5e0ad1dcb09a9e46c75cdfaf666e0acf31cc2bde
hamming_gaussian_partition_orbit_audit/hamming_gaussian_orbit_partition_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_partition_orbit_audit/hamming_gaussian_orbit_partition_audit_certificate.json,1352,43e19d064b60db69a3d23168a18451770627ccc3b2887ab6fd1c4e146671ad35
hamming_gaussian_partition_orbit_audit/hamming_gaussian_orbit_partition_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_partition_orbit_audit/hamming_gaussian_orbit_partition_audit_report.md,1224,8f07ab36c4bad455185f93e87026f24266b7193f9a6abbbbc6b5d906d044b417
hamming_gaussian_partition_orbit_audit/orbit_partition_optimization.csv,talagrand_python_handoff/work/hamming_gaussian_partition_orbit_audit/orbit_partition_optimization.csv,9384,f8868c0953ab944f08f4320ec625b9224ecafe94c30a993c32c8296b7e89f2ad
hamming_gaussian_partition_orbit_audit/orbit_partition_summary.csv,talagrand_python_handoff/work/hamming_gaussian_partition_orbit_audit/orbit_partition_summary.csv,282,dbb8b7ecc7ae5414052562c8e23211a69077c13bbddaa3b423fc11177acd6aef
hamming_gaussian_partition_orbit_audit/residue_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_partition_orbit_audit/residue_ledger.csv,380,9153c8f8ad70f3526db4975fb35e012164d9496cdc8df5a07d03a83e50a43229
hamming_gaussian_proof_route_audit/hamming_gaussian_proof_route_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_proof_route_audit/hamming_gaussian_proof_route_audit_certificate.json,2866,a172221abefd2c26d843c9c1f546d88b8cba7e1b2c694160423f049fcc3de2b6
hamming_gaussian_proof_route_audit/hamming_gaussian_proof_route_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_proof_route_audit/hamming_gaussian_proof_route_audit_report.md,928,73bd9ee9afb8c54cc5b7aeb9b384926cb1c504bc6a00c22c0a7820d66aeef6a4
hamming_gaussian_proof_route_audit/pairwise_smoothing_counterexamples.csv,talagrand_python_handoff/work/hamming_gaussian_proof_route_audit/pairwise_smoothing_counterexamples.csv,640,bf358d5f7fb33d135bc84ab06a73fa5a78fb6496165ceb976bd2bd8497864baf
hamming_gaussian_proof_route_audit/proof_route_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_proof_route_audit/proof_route_ledger.csv,681,025f228c46169d69530b8911d8797238d7a7c3ab40afe28087ea6ec6bf03d9e4
hamming_gaussian_proof_route_audit/uniform_ek_route_counterexamples.csv,talagrand_python_handoff/work/hamming_gaussian_proof_route_audit/uniform_ek_route_counterexamples.csv,379,d461ea0c8462aef2a1cdcf2b6fe08a8fdc4edab85313d60cff83684a9ec64a5f
hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate.py,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate.py,14038,f84c18ef1b5d7b07d5fed9b7e187be84a145914df9c3d188b37e653d2021656f
hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate_certificate.json,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate_certificate.json,2899,a9e21af06812c4218fb26c5ee112f9a3991da4938f577017f76b17e54e6d09fc
hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate_report.md,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/hamming_gaussian_sharp_constant_candidate_report.md,2494,86f9eb066589b3f3ecaf780eb17878587878b76c6e05ce0b2ec1fc23e7d59ae2
hamming_gaussian_sharp_constant_candidate/local_hessian_eigenvalues.csv,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/local_hessian_eigenvalues.csv,592,3e4dfb358a55e12f17b6f18d54ae38fd7e5fa004cd50f9eff468069c0ba4548b
hamming_gaussian_sharp_constant_candidate/multistart_optimization.csv,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/multistart_optimization.csv,5763,40c16b5d795dc62fe269f3207912f5ec52a1b3b388c198c7c404f6e7a80b7261
hamming_gaussian_sharp_constant_candidate/stationary_points_codeword_direction.csv,talagrand_python_handoff/work/hamming_gaussian_sharp_constant_candidate/stationary_points_codeword_direction.csv,350,2a634e261a8774d4f1c78bdfc852305c96de1aafbc00b49c64e1a822389642f8
hamming_gaussian_shell_structure_audit/hamming_gaussian_shell_structure_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/hamming_gaussian_shell_structure_audit_certificate.json,2487,9dcd225ac11745488909bdefab3252c45d7597aad193a5ca78609211af35f4f7
hamming_gaussian_shell_structure_audit/hamming_gaussian_shell_structure_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/hamming_gaussian_shell_structure_audit_report.md,2069,ecc51c8c1465a39eb9c2b51a3c02778fdba55c40487c4da3515439ee80377187
hamming_gaussian_shell_structure_audit/kkt_fixed_point_audit.csv,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/kkt_fixed_point_audit.csv,17904,ce4a1dc3acdaf134fcaa2a23067404f18b718a77730d48339388150c417ae71f
hamming_gaussian_shell_structure_audit/rayleigh_route_counterexamples.csv,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/rayleigh_route_counterexamples.csv,531,41b3462f40ac18797fccece231a9d6a82bb718afc005532a97724942b40a9945
hamming_gaussian_shell_structure_audit/shell_structure_residue_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/shell_structure_residue_ledger.csv,695,fd2bfc86ae4d5c1ee7bcb598f1adf9a3053b4ee125c831efdb71c49379e6a0a8
hamming_gaussian_shell_structure_audit/two_level_shell_optimization.csv,talagrand_python_handoff/work/hamming_gaussian_shell_structure_audit/two_level_shell_optimization.csv,73663,5c62507018bab4a6ac677333b94a2c2f643403dd1d1d039cb9e1415f8dc1baa9
hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank.py,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank.py,9815,98190c8f2ddc2e6d91398c5ae0ad50368324fc6d900a0d3a0976da8195877616
hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank_certificate.json,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank_certificate.json,3628,7eda3e42eabe5181efc5786cc8d2bcc930cc008d2d1fd533c8fd47c6d0b260ad
hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank_report.md,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/hamming_gaussian_shortening_rank_report.md,1158,1d3b2639b7f12ec93410cbd1d691d0ace6bd818d11bcf266d35947b542dd5751
hamming_gaussian_shortening_rank/projection_law_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/projection_law_ledger.csv,954,43c5f82d41b63746b6bfb1a8aa58314a52f04709f4bf42a1333cb0cb3c6c8f6a
hamming_gaussian_shortening_rank/representative_equal_support_constants.csv,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/representative_equal_support_constants.csv,2872,5c344ef685691f27fc4104432edcb26a2c64dd83e7e4b7f8eb1ef4f4f593c3a8
hamming_gaussian_shortening_rank/shortening_rank_spectrum_k_le_12.csv,talagrand_python_handoff/work/hamming_gaussian_shortening_rank/shortening_rank_spectrum_k_le_12.csv,473,95b4877fdaaf6836ad8a781953cd2cb9fd803b2ab2a27d2e320a5e374728faca
hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed.py,talagrand_python_handoff/work/hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed.py,20717,0fa6e6eeef334ad30d3601c13f89b232a578c2a29a04bf0393f56265b7e22546
hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed_certificate.json,talagrand_python_handoff/work/hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed_certificate.json,16999,b98c6d800d36173065bc24356985437ca832497ae46fbcfd5a8b91ae21e5dd1f
hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed_report.md,talagrand_python_handoff/work/hamming_gaussian_sparse_signed/hamming_gaussian_sparse_signed_report.md,4102,de895a851f97d8e7d97fccb035342113af0aaa3281e27b8d7fe5f63f35883d0b
hamming_gaussian_sparse_signed/sparse_signed_distribution_profiles.csv,talagrand_python_handoff/work/hamming_gaussian_sparse_signed/sparse_signed_distribution_profiles.csv,3601,7b2b2e870f72f41bc96bec17ac616fc7fcc42e091b658b0ae5a3bdfa0a104bab
hamming_gaussian_sparse_signed/sparse_signed_stage_summary.csv,talagrand_python_handoff/work/hamming_gaussian_sparse_signed/sparse_signed_stage_summary.csv,3094,583f6bcb01cf3a274ca184c85a83ec3fd2cf0c7b1656921e66d311cf04cdf0a1
hamming_gaussian_talagrand_bridge/bridge_implication_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_talagrand_bridge/bridge_implication_ledger.csv,886,97b24f9db82dccb00f9583f057362888fa014d62b94e26d166c9e59bf12fba0d
hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge.py,talagrand_python_handoff/work/hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge.py,7754,6a4abca25cbe788ab42b57ab13197ebccb6217ad918c62e4da88a65e17f91e19
hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge_certificate.json,talagrand_python_handoff/work/hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge_certificate.json,1751,9f65db601ef3cd26de272fbbe7283c104e9f0ce2ce5b41f6001ba257d99fcccf
hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge_report.md,talagrand_python_handoff/work/hamming_gaussian_talagrand_bridge/hamming_gaussian_talagrand_bridge_report.md,1749,a810b510da5aa6a69b59f1f181f56536c650da8d49711f36899c2716cfbf9f00
hamming_gaussian_talagrand_bridge/sparse_mgf_sanity.csv,talagrand_python_handoff/work/hamming_gaussian_talagrand_bridge/sparse_mgf_sanity.csv,9468,ddbc45de3f8d3518258e982f73a450d2afef7d822072948fdfec196f6616db7b
hamming_gaussian_tensor_spectral_residue/hamming_gaussian_tensor_spectral_residue_certificate.json,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/hamming_gaussian_tensor_spectral_residue_certificate.json,3670,2d9910a4c8c99275e1bf9d28f1ce9a99db1e1312ca7682095eda64e3ac5455ea
hamming_gaussian_tensor_spectral_residue/hamming_gaussian_tensor_spectral_residue_report.md,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/hamming_gaussian_tensor_spectral_residue_report.md,1324,8dca4bc9afc8d684421c0243a54bbcb519dd85ab025a4f72704211596e09dea7
hamming_gaussian_tensor_spectral_residue/local_design_hessian.csv,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/local_design_hessian.csv,255,1f651b16c70c03717051f777aae0615a4009cb3902824274989830245d711fee
hamming_gaussian_tensor_spectral_residue/nonnegative_shell_multistart.csv,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/nonnegative_shell_multistart.csv,4181,10f212ed8aba45132f5f6e9c844f6264f4d13a7fc8b9a173b50615ed4a056082
hamming_gaussian_tensor_spectral_residue/residue_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/residue_ledger.csv,599,1357f55961d44629438034f41b749d1f5729257c7ee1e66bd9fdf92f50b834ea
hamming_gaussian_tensor_spectral_residue/spectral_split_relaxations.csv,talagrand_python_handoff/work/hamming_gaussian_tensor_spectral_residue/spectral_split_relaxations.csv,546,031747679542b0a07e252a82b919bac20dd7c647fa317f737938ba4b326447db
hamming_gaussian_two_level_probe/hamming_gaussian_two_level_probe.py,talagrand_python_handoff/work/hamming_gaussian_two_level_probe/hamming_gaussian_two_level_probe.py,7389,d0f0444fba76e8a527a3c4313d903bdad8b7a3d6f99e0713437ecf2dc3561034
hamming_gaussian_two_level_probe/hamming_gaussian_two_level_probe_certificate.json,talagrand_python_handoff/work/hamming_gaussian_two_level_probe/hamming_gaussian_two_level_probe_certificate.json,5104,740401df48c95d552f5afca3641cb92e0ddce8871959d44f5e0ed2eb00d07c95
