opening_id,transcript_id,class_id,word_id,word_length,first_generator_id,second_generator_id,source_matrix_sha256,target_matrix_sha256,residual_tensor_sha256,product_residual_nonzero_count,product_preserved_flag,opening_digest_sha256
71,42,42,86,2,8,4,be54ede9129065ebf179524de2b69c8bdc8d2ddb06a38e8e5ba8282670b361c1,cc994a1ea357497f8519af3566ea5e51bc82f6ef70723d5f1a30b01f0ef20231,2b4e9c0289f263b43836a31c4654a11571fd0d8f1ff3d85701bf69a1c7cbb906,96042,0,ec463fc5af0e90e8d8259c95a66f9e45451360a27c61c3ba95961dc823668abc
72,43,43,57,2,5,2,7baf2cc47df761e5469d803a8488281d32ce82dea251113d34a2bff8ed4d8bd9,ad501ac10c5ccb687b9921e6f759dbb713dbbb74c9e73c609ed35d2957e1a658,dfd6949efc9bc3f1b0e4dcc2e62779a1fd1b433d8aca07e9ac96cf482eb045d9,126900,0,f2910824bda16d59085d8e7ea09864143bfe0e9fa9741b4e211e4d372f4d6392
73,44,44,61,2,5,6,0281192fc5742b244a703902165eecc7ad4095a35006cea399355e573aad38d1,0725dbefea35389b4c39a78a7e18e4057a6728f92e52402a280be4005468a682,f2bc6632e5ce809834bb67c1fbfdbcd914ebec6cfc61ccb6f801daa231bdc271,98780,0,a29ee7cc10d1a49ba98699058e3e1cda4d656ff2694a259a0b16dd5045ca87fd
74,44,44,69,2,6,5,0281192fc5742b244a703902165eecc7ad4095a35006cea399355e573aad38d1,0725dbefea35389b4c39a78a7e18e4057a6728f92e52402a280be4005468a682,f2bc6632e5ce809834bb67c1fbfdbcd914ebec6cfc61ccb6f801daa231bdc271,98780,0,491cb130c5331172fca243e6d2a3c74140f9844333254bc5bbd07a4327812a19
75,45,45,62,2,5,7,1f5b23267fadec5f5caf726f5484b0e66e23806585c3b32c071dd8239ca36877,4b976ff6d949cca1d13a1b102c0922f72838df5ddd4e5ecd77d4bcdd8873c8e6,1f86b424e56b33ae9c6437fc1912f95bd8d088ce551f64794e3ffa1dc90f844d,96119,0,5c0ff04976570bfa6b64fecd0430c8bcd629918804e0e9db278e67e686b14b86
76,45,45,78,2,7,5,1f5b23267fadec5f5caf726f5484b0e66e23806585c3b32c071dd8239ca36877,4b976ff6d949cca1d13a1b102c0922f72838df5ddd4e5ecd77d4bcdd8873c8e6,1f86b424e56b33ae9c6437fc1912f95bd8d088ce551f64794e3ffa1dc90f844d,96119,0,1110aafb6fc0ce1774c35f3e2450dd586114c48dd401e6b7952d720dfcad27af
77,46,46,63,2,5,8,af4a3ee2e39afe57222bcdf71c6dc4f3c4aa1ddbca408637aabe5e8763d1eb8c,728056ef450ffb0fa0fa8abe39769e6a9dc1e5b8f723796ba30d9b207db98263,53ec812a0f55b7d69c04d183a0f429f6dff50b45e564057c8025c7efa9025680,86656,0,58870f15d23698859432b09d67d3ce46cba3994c287ca04d6f267c4455fdf0be
78,46,46,87,2,8,5,af4a3ee2e39afe57222bcdf71c6dc4f3c4aa1ddbca408637aabe5e8763d1eb8c,728056ef450ffb0fa0fa8abe39769e6a9dc1e5b8f723796ba30d9b207db98263,53ec812a0f55b7d69c04d183a0f429f6dff50b45e564057c8025c7efa9025680,86656,0,e4d817fcb3487b103f6394be98694ccfdab85464701566a200a36baff1703eef
79,47,47,66,2,6,2,3d0d38ded54eca7dc81254da703a44e129d5771df3787bdcdaef8a8bfe78afe4,0856f5f14c9680e67c9ebb0fd799ae82db28b6ffedb698473470fdc5ab2ccc75,434e3a2e8fb6a96bd249b12d0a97a332112141e838d4267781457971974cf4b4,114133,0,c66173e3bb8279f6f43c49187f257467870106e25b147e654515ed2fad8de345
80,48,48,67,2,6,3,e3f5a9845f0be01ee6f9ef3f40e7d266d51ba30267e49ddb923a65f199ab6b1d,0a355d00f50458dc1a719a1c46765319170916b54465043642e33bc01b00afc0,9bc9f624f4a1c2078e7f1a212661cb23ce2c7f8ab4336bff011a285203ba8d22,137738,0,5e33b129d01c34f26f03afeb915ecc286b35e3212c811f6883933bf2867dd55f
81,49,49,71,2,6,7,a59bee0a4f11f3a068fac0d4c2757475ee58be8a3381071a703a859694b06c7c,2373bb2b3e50d21335b68efee8c33e262b25788fe5c6a83c22fec3337fd75eb9,0bd268f1e5ae7b6620082c61e270d1b0c3711563b5774b500096ad1bce3c9183,103158,0,df95b35a2e40c367952b15c8489f4a12e497ba7174c3522a826f33fa70aa8dd6
82,49,49,79,2,7,6,a59bee0a4f11f3a068fac0d4c2757475ee58be8a3381071a703a859694b06c7c,2373bb2b3e50d21335b68efee8c33e262b25788fe5c6a83c22fec3337fd75eb9,0bd268f1e5ae7b6620082c61e270d1b0c3711563b5774b500096ad1bce3c9183,103158,0,2b4732a611c8678b2c3212dd7bc5d772c09dafdc99250a8d406b1510172c46f5
83,50,50,72,2,6,8,4933b9a52c99bc182364712f7a823b71bbdc370ee198dc5b3dc95b561966b2a1,27c075b1a94508bf8aa64968d199a3a8e41d0986b3c56b13a77a83f56146bbbc,205173c2bd27f4062de3a43e2807cef65436248d7f10313ed4def63f53742665,102178,0,126a0b886a067434cbd8c0db1b3821bd6bd23d9365611f4a5bee2d036f79f275
84,50,50,88,2,8,6,4933b9a52c99bc182364712f7a823b71bbdc370ee198dc5b3dc95b561966b2a1,27c075b1a94508bf8aa64968d199a3a8e41d0986b3c56b13a77a83f56146bbbc,205173c2bd27f4062de3a43e2807cef65436248d7f10313ed4def63f53742665,102178,0,9aedc2fdc2f5e0a38c06f7e465b977dd80926d2f520d2f5179bb4f6433917798
85,51,51,75,2,7,2,127c640b13ef05d0d5d201d991ca285dc1f6ed70383d19947a6a0e3853ba0f5e,e66d578dc818b359771d79dad4bd3a22a8f153127ffc35a56f3e1f48e59a7614,60a0ccd9a08d5a7b40561ba464872a116b5591e4589b88690ec5fa4d219fb10b,122108,0,e2d0e57da58fd06a8359f1047fb11b6b68c39c44220b5bea1315ccd8bbc76736
86,52,52,76,2,7,3,95693bc423d13f216b4d422cc677258458b6e3dc845240f5848f19fc0d42e2f2,035f5c023eb453bc3b2221139a7bb7fd692ff6253f6a8924eccdff80f893844a,e372f6f5380f86b91d0437744d6cd2e4c332131a7e43a944718e048b56eaf8c7,141465,0,67bff610943738483b05d2b34e77f3074191548e5d5eb37b973e0f623ff7648e
87,53,53,81,2,7,8,d7d6c4a2bd67896b16264e11c03e0b582fd7465595c2bbed4eaf98b7ce2f9d21,91575f354515d62299b9ad39446a15b86562f9752975a5b6e97db2d410acaa9e,640e4df73278149dbde69f4b4f64da9293336035dfd7d501eca1cdc0cce2ec21,94463,0,3acde7a03146accaa9d3e20449d0fc6c55597b8b2ff25b0e3924e2282fc04373
88,53,53,89,2,8,7,d7d6c4a2bd67896b16264e11c03e0b582fd7465595c2bbed4eaf98b7ce2f9d21,91575f354515d62299b9ad39446a15b86562f9752975a5b6e97db2d410acaa9e,640e4df73278149dbde69f4b4f64da9293336035dfd7d501eca1cdc0cce2ec21,94463,0,3f52a0e8ca8937ccca2d15121ff97c42504b6c2eca7992f1be13819b31093098
89,54,54,84,2,8,2,72e3a88dcda6dfb2fc3ebec3eb8313d66dd30ae29f5890e192e84d4e569373a4,8e9623b11472519b989f78b4c0a0f1aa67823c2a1c07017863891f749f59ab94,763816ae9f84ec17bc4ecbafdc4c96e650a594490095bac6955b52d92c73825e,117470,0,4d5731af161ff485a6601b234f5454b3a4d146359716bf848ca3cc4c1bea8b13
90,55,55,85,2,8,3,78713227542fabe640703d34bde9ce7babb50fb2481a9c729e72f1d0e6af7ed9,165d79ccddf8c4a9f42fc38a7acd34c64e86f398686ad9281776d49cad026667,a9d9e69095513a2340da3f87682473e85fd3c79bc70f4520aaf8c13bec392953,141210,0,f482cea927da248e383c22a83d03f12453aa57f0909f4b606b65bb9d3b3658bc
